loai,thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon,ly_do_loai
Root,benjamin,Mới - chưa có ảnh,1,a male given name,tên riêng Benjamin,benjamin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,berlin,Mới - chưa có ảnh,1,the capital city of Germany,"Berlin, thủ đô của Đức",berlin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,bombay,Mới - chưa có ảnh,1,"the former name of Mumbai, the largest city in India","Bombay (tên cũ của thành phố Mumbai, Ấn Độ)",bombay,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,boston,Mới - chưa có ảnh,1,"the capital city of Massachusetts, in the United States",thành phố Boston (Mỹ),boston,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,brazil,Mới - chưa có ảnh,2,the largest country in South America,Brazil (Ba Tây),"brazil, brazilian",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,brett,Mới - chưa có ảnh,1,a male given name,tên riêng Brett,brett,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,brisbane,Mới - chưa có ảnh,1,the capital city of the Australian state of Queensland,thành phố Brisbane (Úc),brisbane,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,brunei,Mới - chưa có ảnh,1,a small country on the island of Borneo in Southeast Asia,Brunei (một quốc gia ở Đông Nam Á),brunei,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,brut,Mới - chưa có ảnh,1,,,brutal,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,bryce,Mới - chưa có ảnh,1,"a male given name; also 'Bryce Canyon', a national park in Utah, USA",tên riêng nam giới (Bryce); công viên Bryce Canyon (Mỹ),bryce,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,buchanan,Mới - chưa có ảnh,1,"a Scottish surname, notably that of James Buchanan, 15th President of the United States",Buchanan (họ người),buchanan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,caesar,Mới - chưa có ảnh,1,"a title used by Roman emperors, often used generically for a powerful autocratic ruler","danh hiệu của các hoàng đế La Mã, dùng để chỉ chung một nhà cai trị chuyên quyền",caesar,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,california,Mới - chưa có ảnh,1,a state on the west coast of the United States,bang California (Hoa Kỳ),california,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cambodia,Mới - chưa có ảnh,1,a country in Southeast Asia,"Campuchia, một quốc gia ở Đông Nam Á",cambodia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,canada,Mới - chưa có ảnh,1,,,canadian,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,capt,Mới - chưa có ảnh,1,,,captive,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,carnegie,Mới - chưa có ảnh,1,"a surname, most notably of Andrew Carnegie, the Scottish-American industrialist and philanthropist","họ Carnegie (tên riêng, nổi tiếng với nhà công nghiệp Andrew Carnegie)",carnegie,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ceo,Mới - chưa có ảnh,1,"chief executive officer, the person with the highest executive authority in a company",giám đốc điều hành (CEO),ceo,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ceylon,Mới - chưa có ảnh,1,the former name of the island nation now called Sri Lanka,"Ceylon, tên gọi cũ của Sri Lanka",ceylon,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,charles,Mới - chưa có ảnh,1,a male given name,tên riêng (nam giới),charles,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,che,Mới - chưa có ảnh,1,"not a standard common English word; most often recognized as a nickname, notably that of the revolutionary Che Guevara",biệt danh (nổi tiếng nhất là của Che Guevara); không phải từ tiếng Anh thông dụng,che,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,chen,Mới - chưa có ảnh,1,a common Chinese and Vietnamese surname (Chen/Trần),"họ Trần/Chen, một họ phổ biến của người Hoa",chen,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,chicago,Mới - chưa có ảnh,1,a major city in the U.S. state of Illinois,Chicago (thành phố ở Mỹ),chicago,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,christ,Mới - chưa có ảnh,1,,,christmas,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,chung,Mới - chưa có ảnh,1,a surname of Korean or Chinese origin (not a common English word),một họ người (gốc Hàn/Trung),chung,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cid,Mới - chưa có ảnh,1,,,recidivism,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,clarence,Mới - chưa có ảnh,1,a male given name,tên riêng nam giới (Clarence),clarence,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,claudius,Mới - chưa có ảnh,1,"a Roman emperor's name, also a well-known character (the murderous king) in Shakespeare's Hamlet","tên hoàng đế La Mã Claudius, cũng là nhân vật vua trong vở kịch Hamlet của Shakespeare",claudius,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cline,Mới - chưa có ảnh,2,,,"incline, recline",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cohen,Mới - chưa có ảnh,1,"a common Jewish surname, traditionally denoting descent from the priestly class","họ Cohen (tên riêng, gốc Do Thái)",cohen,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,colin,Mới - chưa có ảnh,1,a male given name,tên riêng Colin,colin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,colombia,Mới - chưa có ảnh,1,a country in South America,"Colombia, một quốc gia ở Nam Mỹ",colombia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,colorado,Mới - chưa có ảnh,1,a state located in the western United States,bang Colorado (Hoa Kỳ),colorado,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,columbia,Mới - chưa có ảnh,1,"a poetic or historical name for the United States, also the name of a river, university, and city in the US","Columbia, tên gọi thi ca/lịch sử của nước Mỹ; cũng là tên một dòng sông, trường đại học và thành phố ở Mỹ",columbia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,com,Mới - chưa có ảnh,1,an abbreviation used as the top-level internet domain suffix denoting a commercial organization (.com),viết tắt của đuôi tên miền internet dành cho tổ chức thương mại (.com),com,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cong,Mới - chưa có ảnh,1,an informal clipped term (often capitalized) referring to a member of the Viet Cong during the Vietnam War,cách gọi tắt (thường viết hoa) chỉ một thành viên Việt Cộng trong Chiến tranh Việt Nam,cong,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cooke,Mới - chưa có ảnh,1,"an English surname, a variant spelling of ""Cook""","họ Cooke (tên riêng, họ người)",cooke,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,corinth,Mới - chưa có ảnh,1,an ancient and modern city in Greece,"Corinth, một thành phố cổ và hiện đại ở Hy Lạp",corinth,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,covid,Mới - chưa có ảnh,1,"short for ""coronavirus disease,"" an infectious respiratory disease caused by the SARS-CoV-2 virus",viết tắt của bệnh do vi-rút corona (COVID-19),covid,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,crete,Mới - chưa có ảnh,1,,,excrete,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,croatia,Mới - chưa có ảnh,1,a country in southeastern Europe on the Adriatic coast,Croatia (quốc gia ở Đông Nam Âu),croatia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,cumberland,Mới - chưa có ảnh,1,a former county in northwest England,"Cumberland, một hạt cũ ở tây bắc nước Anh",cumberland,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,curitiba,Mới - chưa có ảnh,1,a city in southern Brazil,thành phố Curitiba (Brazil),curitiba,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,dali,Mới - chưa có ảnh,1,"the surname of Salvador Dalí, a famous Spanish surrealist painter","Dalí, họ của Salvador Dalí, họa sĩ siêu thực nổi tiếng người Tây Ban Nha",dali,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,daniel,Mới - chưa có ảnh,1,"a male given name, of Hebrew origin meaning ""God is my judge"".","tên riêng (nam), nghĩa là ""Chúa là thẩm phán của tôi"".",daniel,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,darwin,Mới - chưa có ảnh,1,"a surname, notably of Charles Darwin, the naturalist known for the theory of evolution; also a city in northern Australia",họ/tên riêng Darwin (nhà tự nhiên học nổi tiếng); cũng là tên một thành phố ở Úc,darwin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,david,Mới - chưa có ảnh,1,a male given name,tên riêng (nam giới),david,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ddt,Mới - chưa có ảnh,1,"a synthetic chemical insecticide, now banned in many countries because it persists and accumulates in the environment","DDT (thuốc trừ sâu hóa học, hiện bị cấm ở nhiều nước do gây ô nhiễm môi trường)",ddt,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,december,Mới - chưa có ảnh,1,the twelfth and final month of the year,tháng Mười Hai,december,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,dem,Mới - chưa có ảnh,4,a nonstandard or dialectal form of 'them',"biến thể phi chuẩn/phương ngữ của từ 'them' (họ, chúng nó)","dem, endemic, epidemic, pandemic",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,denmark,Mới - chưa có ảnh,1,a Scandinavian country in Northern Europe,"Đan Mạch, một quốc gia Bắc Âu",denmark,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,dhaka,Mới - chưa có ảnh,1,the capital and largest city of Bangladesh,Dhaka (thủ đô Bangladesh),dhaka,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,dickinson,Mới - chưa có ảnh,1,"a surname, notably that of the American poet Emily Dickinson","một họ (tên riêng), nổi tiếng gắn với nhà thơ Mỹ Emily Dickinson",dickinson,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,donald,Mới - chưa có ảnh,1,a male given name,tên riêng Donald,donald,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,doris,Mới - chưa có ảnh,1,a female given name,tên riêng nữ giới (Doris),doris,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,dow,Mới - chưa có ảnh,1,,,endowment,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,dunn,Mới - chưa có ảnh,1,an English and Irish surname,"họ Dunn (tên riêng, họ người)",dunn,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ebola,Mới - chưa có ảnh,1,"a severe, often fatal viral disease that causes fever and internal bleeding",bệnh (virus) Ebola,ebola,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,eco,Mới - chưa có ảnh,1,(informal) concerned with or beneficial to the environment; ecological.,"(thân) thiện với môi trường, sinh thái.",eco,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ecuador,Mới - chưa có ảnh,1,a country in South America,Ecuador (một quốc gia ở Nam Mỹ),ecuador,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,edward,Mới - chưa có ảnh,1,a male given name,tên riêng Edward,edward,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,egypt,Mới - chưa có ảnh,1,a country located in the northeastern corner of Africa,Ai Cập,egypt,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,einstein,Mới - chưa có ảnh,1,"the surname of physicist Albert Einstein; informally, a highly intelligent person",họ của nhà vật lý Albert Einstein; cách gọi thân mật chỉ người rất thông minh,einstein,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,eli,Mới - chưa có ảnh,1,a male given name,tên riêng (nam giới),eli,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,elinor,Mới - chưa có ảnh,1,a female given name (variant of Eleanor).,tên riêng nữ (biến thể của Eleanor),elinor,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,elisha,Mới - chưa có ảnh,1,a male given name; a biblical prophet.,tên riêng nam; một nhà tiên tri trong Kinh Thánh,elisha,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,elizabeth,Mới - chưa có ảnh,1,a female given name,tên riêng Elizabeth,elizabeth,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,elmer,Mới - chưa có ảnh,1,a male given name.,tên riêng nam,elmer,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,england,Mới - chưa có ảnh,1,"a country that is part of the United Kingdom, in western Europe.",nước Anh.,england,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,english,Mới - chưa có ảnh,1,the English language,tiếng Anh,english,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,eric,Mới - chưa có ảnh,1,a male given name.,tên riêng nam,eric,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,eskimo,Mới - chưa có ảnh,1,"a member of an indigenous people of northern Canada, Greenland, Alaska, and eastern Siberia (a term now often considered outdated in favor of ""Inuit"")","người Eskimo (một dân tộc bản địa vùng Bắc Cực; nay thường dùng ""Inuit"")",eskimo,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,esl,Mới - chưa có ảnh,1,"abbreviation for ""English as a Second Language""","viết tắt của ""tiếng Anh như ngôn ngữ thứ hai""",esl,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ethiopia,Mới - chưa có ảnh,1,a country in East Africa.,nước Ethiopia (Ê-ti-ô-pi-a),ethiopia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,evans,Mới - chưa có ảnh,1,"a common surname, especially of Welsh origin.",họ phổ biến (gốc xứ Wales),evans,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,eyre,Mới - chưa có ảnh,1,a circuit court held periodically in medieval England by traveling justices,"tòa án lưu động (thời trung cổ ở Anh, do thẩm phán đi tuần xét xử)",eyre,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,february,Mới - chưa có ảnh,1,the second month of the year.,tháng Hai,february,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,felipe,Mới - chưa có ảnh,1,a male given name (Spanish form of Philip),tên riêng nam giới (Felipe),felipe,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,feynman,Mới - chưa có ảnh,1,"a surname, notably of physicist Richard Feynman.",họ (nổi tiếng nhất là nhà vật lý Richard Feynman),feynman,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,finland,Mới - chưa có ảnh,1,a country in Northern Europe,Phần Lan,finland,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,finn,Mới - chưa có ảnh,1,,,finnish,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,fleming,Mới - chưa có ảnh,1,a native or inhabitant of Flanders.,người xứ Flanders,fleming,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,fran,Mới - chưa có ảnh,1,"a female given name, short for Frances.",tên riêng nữ (gọi tắt của Frances),fran,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,francisco,Mới - chưa có ảnh,1,a male given name; also part of the place name San Francisco.,tên riêng nam; cũng là một phần địa danh San Francisco,francisco,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,frenchman,Mới - chưa có ảnh,1,a man who is a native or citizen of France,người đàn ông Pháp,frenchman,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,galen,Mới - chưa có ảnh,1,"a male given name, notably an ancient Greek physician","tên riêng (nam giới), gắn với danh y Hy Lạp cổ đại",galen,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,gallup,Mới - chưa có ảnh,1,"a surname, notably associated with a well-known opinion-polling organization",họ người (gắn với tổ chức thăm dò ý kiến nổi tiếng),gallup,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,gentoo,Mới - chưa có ảnh,1,a species of penguin found on sub-Antarctic islands.,chim cánh cụt gentoo,gentoo,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,geo,Mới - chưa có ảnh,1,,,geologic,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,geoffrey,Mới - chưa có ảnh,1,a male given name.,tên riêng nam,geoffrey,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,george,Mới - chưa có ảnh,1,a male given name,tên riêng (nam giới),george,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,gerald,Mới - chưa có ảnh,1,a male given name,một tên riêng nam giới,gerald,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,german,Mới - chưa có ảnh,1,"of or relating to Germany, its people, or language",thuộc về nước Đức,german,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,gershwin,Mới - chưa có ảnh,1,"surname of George Gershwin, an American composer",họ của nhà soạn nhạc người Mỹ George Gershwin,gershwin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,giovanni,Mới - chưa có ảnh,1,an Italian male given name.,tên riêng nam (Ý),giovanni,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,gps,Mới - chưa có ảnh,1,a satellite-based system used to determine the precise location of a receiver on earth,hệ thống định vị toàn cầu,gps,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,greece,Mới - chưa có ảnh,1,a country in southeastern Europe,Hy Lạp (một quốc gia ở Đông Nam Âu),greece,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,greg,Mới - chưa có ảnh,2,,,"aggregate, segregation",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,guatemala,Mới - chưa có ảnh,1,a country in Central America,Guatemala (một quốc gia ở Trung Mỹ),guatemala,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,haley,Mới - chưa có ảnh,1,a given name.,tên riêng,haley,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hangul,Mới - chưa có ảnh,1,"the Korean alphabet, created in the 15th century","chữ Hangul, bảng chữ cái tiếng Hàn",hangul,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hanoi,Mới - chưa có ảnh,1,the capital city of Vietnam,Hà Nội (thủ đô Việt Nam),hanoi,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,harding,Mới - chưa có ảnh,1,"a surname, e.g. of US President Warren Harding.",họ (ví dụ Tổng thống Mỹ Warren Harding),harding,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,harris,Mới - chưa có ảnh,1,a common English surname,Harris (tên họ người),harris,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,harvard,Mới - chưa có ảnh,1,"a prestigious American university located in Cambridge, Massachusetts.",Đại học Harvard,harvard,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,harvey,Mới - chưa có ảnh,1,a given name and surname.,tên riêng/họ,harvey,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hawkins,Mới - chưa có ảnh,1,a surname,họ người,hawkins,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,heinrich,Mới - chưa có ảnh,1,a German male given name,tên riêng nam giới trong tiếng Đức,heinrich,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hench,Mới - chưa có ảnh,1,(British informal slang) physically strong and muscular.,"(tiếng lóng Anh) vạm vỡ, cơ bắp",hench,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,henry,Mới - chưa có ảnh,1,a male given name; also a unit of electrical inductance,tên riêng nam giới (Henry); cũng là đơn vị đo độ tự cảm điện,henry,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hera,Mới - chưa có ảnh,1,"in Greek mythology, the goddess of marriage and family, queen of the gods.",nữ thần Hera trong thần thoại Hy Lạp,hera,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hillary,Mới - chưa có ảnh,1,an English female given name; also a surname,tên riêng nữ giới (tiếng Anh); cũng là họ,hillary,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,himalaya,Mới - chưa có ảnh,1,a mountain range in Asia separating the Indian subcontinent from the Tibetan Plateau,dãy núi Himalaya,himalaya,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hippocrates,Mới - chưa có ảnh,1,an ancient Greek physician regarded as the father of medicine,"Hippocrates (danh y Hy Lạp cổ đại, ông tổ ngành y)",hippocrates,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hollywood,Mới - chưa có ảnh,1,a district of Los Angeles regarded as the center of the American film industry.,"Hollywood, trung tâm điện ảnh Mỹ",hollywood,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,holocene,Mới - chưa có ảnh,1,"the current geological epoch, beginning about 11,700 years ago after the last ice age",thế Holocen (kỷ địa chất hiện tại),holocene,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hong,Mới - chưa có ảnh,1,"a Chinese surname, also used as part of place names such as Hong Kong",Hồng (tên họ/địa danh Trung Quốc),hong,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,horace,Mới - chưa có ảnh,1,"a male given name, notably a Roman poet","tên riêng (nam giới), gắn với nhà thơ La Mã cổ đại",horace,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,howell,Mới - chưa có ảnh,1,a surname of Welsh origin (also a place name); not a common English word,họ hoặc tên riêng gốc Wales (cũng là tên địa danh); không phải từ tiếng Anh thông dụng,howell,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,huang,Mới - chưa có ảnh,1,a common Chinese surname,Hoàng (họ người Trung Quốc),huang,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,hyundai,Mới - chưa có ảnh,1,a South Korean multinational automobile manufacturer,hãng ô tô đa quốc gia của Hàn Quốc,hyundai,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ibm,Mới - chưa có ảnh,1,an American multinational technology corporation (International Business Machines),tập đoàn công nghệ đa quốc gia của Mỹ (International Business Machines),ibm,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,illinois,Mới - chưa có ảnh,1,a state in the midwestern United States,một bang ở vùng Trung Tây Hoa Kỳ,illinois,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,india,Mới - chưa có ảnh,1,"a country in South Asia, the most populous country in the world.",Ấn Độ.,india,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,indonesia,Mới - chưa có ảnh,1,,,indonesian,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,instagram,Mới - chưa có ảnh,1,a social media app for sharing photos and videos,ứng dụng mạng xã hội chia sẻ ảnh và video,instagram,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,iphone,Mới - chưa có ảnh,1,"a brand of smartphone made by Apple Inc.; a proper noun/trademark, not a generic English word","điện thoại thông minh nhãn hiệu iPhone của Apple; đây là tên thương hiệu, không phải từ chung",iphone,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,iran,Mới - chưa có ảnh,1,"a country in Western Asia, officially the Islamic Republic of Iran","Iran, một quốc gia ở Tây Á",iran,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,irving,Mới - chưa có ảnh,1,a given name or surname,Irving (tên riêng),irving,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,israel,Mới - chưa có ảnh,1,a country in the Middle East on the eastern coast of the Mediterranean Sea,Israel (quốc gia),israel,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,italy,Mới - chưa có ảnh,2,A country in southern Europe.,Nước Ý.,"italian, italy",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jacob,Mới - chưa có ảnh,1,a male given name (biblical); not a common English word,tên riêng nam giới (gốc Kinh Thánh); không phải từ tiếng Anh thông dụng,jacob,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jakarta,Mới - chưa có ảnh,1,the capital and largest city of Indonesia,Jakarta (thủ đô Indonesia),jakarta,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jane,Mới - chưa có ảnh,1,a common female given name,một tên riêng nữ giới phổ biến,jane,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,janine,Mới - chưa có ảnh,1,a female given name; not a common English word,tên riêng nữ giới; không phải từ tiếng Anh thông dụng,janine,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,java,Mới - chưa có ảnh,1,informal term for coffee; also the name of a widely used programming language,cà phê (cách nói thân mật); cũng là tên một ngôn ngữ lập trình phổ biến,java,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jean,Mới - chưa có ảnh,1,"a sturdy cotton twill fabric (denim), or, usually in the plural, trousers made from this fabric",vải bò (denim); (thường số nhiều) quần jean,jean,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jeff,Mới - chưa có ảnh,1,"a male given name, short for Jeffrey; not a common English word","tên riêng nam giới, dạng gọi tắt của Jeffrey; không phải từ tiếng Anh thông dụng",jeff,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jeffrey,Mới - chưa có ảnh,1,a male given name; not a common English word,tên riêng nam giới; không phải từ tiếng Anh thông dụng,jeffrey,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jew,Mới - chưa có ảnh,1,,,jewish,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,joan,Mới - chưa có ảnh,1,a female given name,Joan (tên riêng nữ),joan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,johnson,Mới - chưa có ảnh,1,a common English surname; not a common English word,họ phổ biến trong tiếng Anh; không phải từ tiếng Anh thông dụng,johnson,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,jonathan,Mới - chưa có ảnh,1,an English male given name,tên riêng nam giới (tiếng Anh),jonathan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,josiah,Mới - chưa có ảnh,1,a male given name,Josiah (tên riêng nam),josiah,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,july,Mới - chưa có ảnh,1,the seventh month of the year,tháng bảy,july,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,katrina,Mới - chưa có ảnh,1,a female given name (notably Hurricane Katrina); not a common English word,tên riêng nữ giới (nổi tiếng qua cơn bão Katrina); không phải từ tiếng Anh thông dụng,katrina,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,kauai,Mới - chưa có ảnh,1,"an island in Hawaii; a proper noun, not a common English word","một hòn đảo thuộc Hawaii; là danh từ riêng, không phải từ tiếng Anh thông dụng",kauai,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
