loai,thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
Word,beyond,Mới - chưa có ảnh,1,on or to the far side of; further than,"vượt quá, xa hơn",beyond,missing_words_analyzed
Word,billboard,Mới - chưa có ảnh,1,a large outdoor board used for displaying advertisements,biển quảng cáo lớn ngoài trời,billboard,missing_words_analyzed
Word,billion,Mới - chưa có ảnh,2,,,"billionaire, billionth",missing_words_analyzed
Word,biography,Mới - chưa có ảnh,2,,,"autobiographical, autobiography",missing_words_analyzed
Word,biology,Mới - chưa có ảnh,1,,,biological,missing_words_analyzed
Word,birthday,Mới - chưa có ảnh,1,the anniversary of the day a person was born,sinh nhật,birthday,missing_words_analyzed
Word,birthplace,Mới - chưa có ảnh,1,the place where a person was born,"nơi sinh, quê quán",birthplace,missing_words_analyzed
Word,biscuit,Mới - chưa có ảnh,1,"a small, flat, baked item of food, either crisp and sweet or, in American English, soft and savory",bánh quy (hoặc bánh mì nhỏ mềm kiểu Mỹ),biscuit,missing_words_analyzed
Word,blackmail,Mới - chưa có ảnh,1,the crime of demanding money or a favor from someone by threatening to reveal compromising information about them,sự tống tiền,blackmail,missing_words_analyzed
Word,bladder,Mới - chưa có ảnh,1,the organ in the body in which urine collects before it is discharged,bàng quang,bladder,missing_words_analyzed
Word,blaze,Mới - chưa có ảnh,1,a very large or fiercely burning fire,"đám cháy dữ dội, ngọn lửa lớn",blaze,missing_words_analyzed
Word,blight,Mới - chưa có ảnh,1,"a plant disease, especially one caused by fungi; also anything that damages or spoils something","bệnh (thực vật); tai họa, tác nhân gây hại",blight,missing_words_analyzed
Word,blink,Mới - chưa có ảnh,1,to shut and open the eyes quickly,"chớp mắt, nháy mắt",blink,missing_words_analyzed
Word,blister,Mới - chưa có ảnh,1,"a small bubble on the skin filled with serum, caused by friction or burning",vết phồng rộp (da),blister,missing_words_analyzed
Word,blog,Mới - chưa có ảnh,2,"a regularly updated website or web page, typically run by an individual, written in an informal style","nhật ký trực tuyến, blog","blog, blogger",missing_words_analyzed
Word,bloom,Mới - chưa có ảnh,1,to produce flowers; to flourish or thrive,nở hoa; phát triển rực rỡ,bloom,missing_words_analyzed
Word,blossom,Mới - chưa có ảnh,1,to produce flowers; to develop and flourish,"nở hoa; phát triển, nở rộ",blossom,missing_words_analyzed
Word,blunt,Mới - chưa có ảnh,2,having a dull edge or point; not sharp; also direct and lacking subtlety in speech,"cùn, không sắc; (nghĩa khác) thẳng thắn, bộc trực","blunt, bluntness",missing_words_analyzed
Word,blur,Mới - chưa có ảnh,1,something that cannot be seen clearly; a blurred image,"hình ảnh mờ, vệt mờ",blur,missing_words_analyzed
Word,bob,Mới - chưa có ảnh,1,"to move quickly up and down, especially on or in water","nhấp nhô, bồng bềnh lên xuống",bob,missing_words_analyzed
Word,bolt,Mới - chưa có ảnh,1,to run away suddenly and quickly,"chạy trốn đột ngột, bỏ chạy",bolt,missing_words_analyzed
Word,bonfire,Mới - chưa có ảnh,1,"a large open-air fire, typically lit to burn rubbish or for celebration",đống lửa (ngoài trời),bonfire,missing_words_analyzed
Word,bong,Mới - chưa có ảnh,1,"a deep resonant ringing sound, like that of a large bell",tiếng boong (chuông ngân vang trầm),bong,missing_words_analyzed
Word,boo,Mới - chưa có ảnh,1,used to express disapproval or to startle someone,từ dùng để la ó phản đối hoặc dọa ai đó giật mình,boo,missing_words_analyzed
Word,boom,Mới - chưa có ảnh,1,a period of rapid economic growth or increased popularity,"sự bùng nổ, thời kỳ phát triển mạnh",boom,missing_words_analyzed
Word,booth,Mới - chưa có ảnh,1,"a small enclosed compartment or stall, such as one used for voting or making a phone call","gian hàng, buồng nhỏ (buồng điện thoại, quầy hàng)",booth,missing_words_analyzed
Word,borough,Mới - chưa có ảnh,1,"a town or district that forms an administrative unit, especially in the UK or NYC","quận, khu hành chính (thành phố)",borough,missing_words_analyzed
Word,bottleneck,Mới - chưa có ảnh,1,"a point of congestion or blockage, such as in a road, process, or system","nút thắt cổ chai, điểm nghẽn",bottleneck,missing_words_analyzed
Word,boulder,Mới - chưa có ảnh,1,"a large rock, typically one detached from a larger mass",tảng đá lớn,boulder,missing_words_analyzed
Word,bowel,Mới - chưa có ảnh,1,"the intestine, part of the digestive tract in the lower body",ruột (bộ phận tiêu hóa),bowel,missing_words_analyzed
Word,bra,Mới - chưa có ảnh,1,a woman's undergarment worn to support the breasts,"áo ngực, áo lót phụ nữ",bra,missing_words_analyzed
Word,brace,Mới - chưa có ảnh,1,,,embrace,missing_words_analyzed
Word,bracket,Mới - chưa có ảnh,1,"a category or group in a classification, or a punctuation mark used in pairs to enclose text","khung, hạng mục (phân loại); dấu ngoặc",bracket,missing_words_analyzed
Word,brake,Mới - chưa có ảnh,1,a device for slowing or stopping a moving vehicle,"cái phanh, cái thắng",brake,missing_words_analyzed
Word,brandy,Mới - chưa có ảnh,1,a strong alcoholic spirit distilled from wine or fermented fruit juice,rượu brandy,brandy,missing_words_analyzed
Word,brass,Mới - chưa có ảnh,1,a yellow alloy of copper and zinc,đồng thau,brass,missing_words_analyzed
Word,brawl,Mới - chưa có ảnh,1,a rough or noisy fight or quarrel,cuộc ẩu đả,brawl,missing_words_analyzed
Word,breach,Mới - chưa có ảnh,1,"an act of breaking or violating a law, agreement, or code of conduct","sự vi phạm (luật, thỏa thuận)",breach,missing_words_analyzed
Word,breathe,Mới - chưa có ảnh,1,to draw air into the lungs and expel it,thở,breathe,missing_words_analyzed
Word,breeze,Mới - chưa có ảnh,1,a gentle wind,làn gió nhẹ,breeze,missing_words_analyzed
Word,brew,Mới - chưa có ảnh,1,"to make beer or tea by soaking, boiling, and fermenting ingredients","pha, ủ (bia, trà)",brew,missing_words_analyzed
Word,brigade,Mới - chưa có ảnh,1,"a large military unit, or an organized group of people working towards a common purpose","lữ đoàn (quân đội); đội, nhóm (người)",brigade,missing_words_analyzed
Word,brilliant,Mới - chưa có ảnh,3,"exceptionally clever or talented; full of light, sparkling.","xuất sắc, tài giỏi; rực rỡ.","brilliance, brilliant, brilliantly",missing_words_analyzed
Word,brim,Mới - chưa có ảnh,1,the edge or rim of a container or of a hat,"miệng (cốc, chén); vành (mũ)",brim,missing_words_analyzed
Word,brink,Mới - chưa có ảnh,1,"the edge of land before a steep slope, or the point at which something is about to happen","bờ vực, ranh giới sắp xảy ra điều gì",brink,missing_words_analyzed
Word,brisk,Mới - chưa có ảnh,1,quick and energetic; lively and no-nonsense in manner,"nhanh nhẹn, dứt khoát, hăng hái",brisk,missing_words_analyzed
Word,brittle,Mới - chưa có ảnh,2,hard but liable to break or shatter easily,"giòn, dễ vỡ","brittle, brittleness",missing_words_analyzed
Word,broccoli,Mới - chưa có ảnh,1,"a green vegetable with a dense cluster of flower buds, eaten as food",cây súp lơ xanh (bông cải xanh),broccoli,missing_words_analyzed
Word,brochure,Mới - chưa có ảnh,1,"a small booklet or pamphlet, often containing advertising material","tờ rơi, sách mỏng quảng cáo",brochure,missing_words_analyzed
Word,broke,Mới - chưa có ảnh,1,(informal) having no money; penniless,"(khẩu ngữ) hết tiền, cháy túi",broke,missing_words_analyzed
Word,broken,Mới - chưa có ảnh,1,,,unbroken,missing_words_analyzed
Word,bronze,Mới - chưa có ảnh,1,"a hard, tough alloy of copper and tin, or an object made of it","đồng thau, hợp kim đồng thiếc",bronze,missing_words_analyzed
Word,brood,Mới - chưa có ảnh,1,to think deeply and anxiously about something that troubles or upsets one,"trầm ngâm lo lắng, suy nghĩ ưu tư",brood,missing_words_analyzed
Word,brook,Mới - chưa có ảnh,1,a small stream,con suối nhỏ,brook,missing_words_analyzed
Word,broth,Mới - chưa có ảnh,1,"a liquid in which meat, fish, or vegetables have been cooked, used as a base for soup","nước dùng, nước luộc (từ thịt, cá, rau)",broth,missing_words_analyzed
Word,brow,Mới - chưa có ảnh,2,"the forehead, or the ridge of hair above the eye (eyebrow)","trán; lông mày, chân mày","brow, eyebrow",missing_words_analyzed
Word,browse,Mới - chưa có ảnh,1,"to look through or explore something casually, such as items for sale or web pages","lướt xem, duyệt (hàng hóa, trang web)",browse,missing_words_analyzed
Word,bruise,Mới - chưa có ảnh,1,to cause a bruise on the skin,làm bầm tím,bruise,missing_words_analyzed
Word,brute,Mới - chưa có ảnh,1,"a violent, cruel, and often stupid person or animal","kẻ hung bạo, thú vật (nghĩa xấu)",brute,missing_words_analyzed
Word,buckle,Mới - chưa có ảnh,1,a metal or plastic clasp used for joining the two ends of a belt or strap,"khóa thắt lưng, khóa cài",buckle,missing_words_analyzed
Word,buff,Mới - chưa có ảnh,2,a person who is very knowledgeable about and enthusiastic for a particular subject or activity,"người say mê, người sành sỏi (về một lĩnh vực)","buff, buffer",missing_words_analyzed
Word,buffalo,Mới - chưa có ảnh,1,"a large wild ox, especially the American bison or the Asian water buffalo","con trâu rừng, con bò rừng (bò bison)",buffalo,missing_words_analyzed
Word,buffet,Mới - chưa có ảnh,1,"to strike repeatedly and violently, especially of wind or waves","vùi dập, xô đẩy dữ dội (bởi gió, sóng)",buffet,missing_words_analyzed
Word,bulb,Mới - chưa có ảnh,1,the glass part of an electric lamp that produces light,bóng đèn,bulb,missing_words_analyzed
Word,bull,Mới - chưa có ảnh,4,an adult male of cattle,bò đực,"bull, bullfight, bullfighting, bullock",missing_words_analyzed
Word,bulldoze,Mới - chưa có ảnh,1,,,bulldozer,missing_words_analyzed
Word,bulletin,Mới - chưa có ảnh,1,a short official statement or broadcast giving news or information,"bản tin, thông báo",bulletin,missing_words_analyzed
Word,bully,Mới - chưa có ảnh,1,to intimidate or mistreat someone weaker,"bắt nạt, ức hiếp",bully,missing_words_analyzed
Word,bump,Mới - chưa có ảnh,2,"to knock or collide with something, typically with a jolt","va, đụng vào","bump, bumper",missing_words_analyzed
Word,bundle,Mới - chưa có ảnh,1,to tie or wrap items together into a compact group,"bó lại, gói lại thành một bó",bundle,missing_words_analyzed
Word,bung,Mới - chưa có ảnh,1,a stopper for closing a hole in a container such as a cask,"nút bần, nút chai/thùng",bung,missing_words_analyzed
Word,buoy,Mới - chưa có ảnh,2,,,"buoyancy, buoyant",missing_words_analyzed
Word,bureau,Mới - chưa có ảnh,1,,,bureaucratic,missing_words_analyzed
Word,burgeon,Mới - chưa có ảnh,1,to begin to grow or increase rapidly; to flourish,"phát triển nhanh chóng, nảy nở, đâm chồi",burgeon,missing_words_analyzed
Word,bust,Mới - chưa có ảnh,2,"to break something, or (informal) to raid/catch someone doing something illegal","làm vỡ, phá hỏng cái gì đó, hoặc (thông tục) đột kích/bắt giữ ai đó","bust, combustion",missing_words_analyzed
Word,buster,Mới - chưa có ảnh,1,,,blockbuster,missing_words_analyzed
Word,bustle,Mới - chưa có ảnh,1,"to move in a busy, hurried, and energetic manner","di chuyển hối hả, tất bật, nhộn nhịp",bustle,missing_words_analyzed
Word,butane,Mới - chưa có ảnh,1,"a flammable hydrocarbon gas used as fuel, especially in lighters and portable stoves",khí butan,butane,missing_words_analyzed
Word,butler,Mới - chưa có ảnh,1,"the chief male servant of a household, responsible for the wine cellar and dining",quản gia (nam),butler,missing_words_analyzed
Word,butterfly,Mới - chưa có ảnh,1,"a flying insect with large, often colorful wings",con bướm,butterfly,missing_words_analyzed
Word,buttress,Mới - chưa có ảnh,1,"to provide (an argument, position, or institution) with additional support or strength","củng cố, hỗ trợ thêm cho (lập luận, thể chế)",buttress,missing_words_analyzed
Word,buzz,Mới - chưa có ảnh,1,"a continuous humming sound, or a feeling of excitement","tiếng vo ve; cảm giác hào hứng, xôn xao",buzz,missing_words_analyzed
Word,cab,Mới - chưa có ảnh,1,"a taxi, or the enclosed compartment for the driver of a truck, train, or crane","xe taxi, hoặc buồng lái của xe tải/tàu hỏa/cần cẩu",cab,missing_words_analyzed
Word,cabin,Mới - chưa có ảnh,1,"a private room or compartment on a ship or aircraft; also a small simple house, typically made of wood","ca bin, khoang (tàu, máy bay); nhà gỗ nhỏ",cabin,missing_words_analyzed
Word,cactus,Mới - chưa có ảnh,1,"a succulent plant with a thick, fleshy stem, typically bearing spines, native to arid regions",cây xương rồng,cactus,missing_words_analyzed
Word,cadenza,Mới - chưa có ảnh,1,"an elaborate, often improvised solo passage near the end of a piece of music",đoạn độc tấu ngẫu hứng (âm nhạc),cadenza,missing_words_analyzed
Word,cafeteria,Mới - chưa có ảnh,1,"a self-service restaurant, typically one in a workplace, school, or institution","căng tin, nhà ăn tự phục vụ",cafeteria,missing_words_analyzed
Word,cage,Mới - chưa có ảnh,1,a structure of bars or wires used to confine birds or animals,"cái lồng, chuồng",cage,missing_words_analyzed
Word,calcium,Mới - chưa có ảnh,1,"a soft grey chemical element that is essential for living organisms, especially for bones and teeth",canxi,calcium,missing_words_analyzed
Word,calculate,Mới - chưa có ảnh,2,,,"calculation, calculator",missing_words_analyzed
Word,calculus,Mới - chưa có ảnh,1,a branch of mathematics dealing with rates of change and accumulation of quantities,giải tích (một nhánh của toán học nghiên cứu về sự biến thiên),calculus,missing_words_analyzed
Word,calendar,Mới - chưa có ảnh,1,"a chart or series of pages showing the days, weeks, and months of a particular year.",lịch.,calendar,missing_words_analyzed
Word,calf,Mới - chưa có ảnh,1,"a young cow, or the fleshy back part of the leg below the knee","con bê (bò con), hoặc bắp chân",calf,missing_words_analyzed
Word,calorie,Mới - chưa có ảnh,1,"a unit of energy, especially used to measure the energy value of food",calo (đơn vị năng lượng),calorie,missing_words_analyzed
Word,cam,Mới - chưa có ảnh,1,a rotating or sliding piece in a mechanical device that transmits motion to another part,cam (bộ phận cơ khí truyền chuyển động),cam,missing_words_analyzed
Word,camber,Mới - chưa có ảnh,1,"a slight upward curve in the surface of a road, bridge, or wing","độ vồng/cong nhẹ của mặt đường, cầu hoặc cánh máy bay",camber,missing_words_analyzed
Word,camel,Mới - chưa có ảnh,1,a large desert animal with one or two humps on its back,lạc đà,camel,missing_words_analyzed
Word,candy,Mới - chưa có ảnh,1,"sweet confectionery, especially a sweet made with sugar or chocolate","kẹo, đồ ngọt (làm từ đường hoặc socola)",candy,missing_words_analyzed
Word,cannon,Mới - chưa có ảnh,1,"a large, heavy piece of artillery that fires solid or explosive projectiles","đại bác, súng thần công",cannon,missing_words_analyzed
Word,canoe,Mới - chưa có ảnh,2,"a narrow, lightweight boat pointed at both ends and propelled by paddling","xuồng ca-nô, thuyền hẹp chèo tay","canoe, canoeist",missing_words_analyzed
Word,canopy,Mới - chưa có ảnh,1,"a covering that hangs or spreads over something, especially the uppermost layer of branches in a forest","tán cây, mái che phía trên",canopy,missing_words_analyzed
Word,canyon,Mới - chưa có ảnh,1,"a deep gorge, typically one with a river flowing through it","hẻm núi sâu, thường có sông chảy qua",canyon,missing_words_analyzed
Word,capacity,Mới - chưa có ảnh,1,the maximum amount that something can contain or produce,"sức chứa, năng lực",capacity,missing_words_analyzed
Word,cape,Mới - chưa có ảnh,1,"a sleeveless cloak, or a piece of land that projects into the sea",áo choàng không tay; mũi đất (địa lý),cape,missing_words_analyzed
Word,capillary,Mới - chưa có ảnh,1,one of the very fine branching blood vessels that form a network between the arteries and veins,"mao mạch, mạch máu nhỏ li ti nối giữa động mạch và tĩnh mạch",capillary,missing_words_analyzed
Word,capital,Mới - chưa có ảnh,3,of primary or first importance; relating to punishment by death,quan trọng bậc nhất; (án) tử hình,"capital, capitalism, capitalize",missing_words_analyzed
Word,capsize,Mới - chưa có ảnh,1,(of a boat) to overturn in the water,"lật úp (thuyền, tàu)",capsize,missing_words_analyzed
Word,caption,Mới - chưa có ảnh,1,a title or brief explanation accompanying an image or illustration,"chú thích (ảnh, hình)",caption,missing_words_analyzed
Word,captive,Mới - chưa có ảnh,2,,,"captivate, captivity",missing_words_analyzed
Word,capture,Mới - chưa có ảnh,1,to take someone or something into one's possession or control by force,"bắt giữ, chiếm được",capture,missing_words_analyzed
Word,cardinal,Mới - chưa có ảnh,1,a senior Roman Catholic clergyman ranked just below the Pope; also a red North American songbird,hồng y giáo chủ; (hoặc) chim hồng tước đỏ,cardinal,missing_words_analyzed
Word,cardio,Mới - chưa có ảnh,1,,,cardiologist,missing_words_analyzed
Word,carpenter,Mới - chưa có ảnh,1,a person who makes and repairs wooden objects and structures,thợ mộc,carpenter,missing_words_analyzed
Word,cart,Mới - chưa có ảnh,1,"a vehicle with wheels, typically pulled by a horse or pushed by hand, used for carrying loads","xe đẩy, xe kéo",cart,missing_words_analyzed
Word,cascade,Mới - chưa có ảnh,1,"a small waterfall, typically one of several forming a series; also a process happening in stages",thác nước nhỏ; (nghĩa khác) chuỗi sự việc nối tiếp,cascade,missing_words_analyzed
Word,catalog,Mới - chưa có ảnh,2,"a complete list of items, typically one published in a book, leaflet, or website","danh mục, ca-ta-lô","catalog, catalogue",missing_words_analyzed
Word,catalyst,Mới - chưa có ảnh,1,a substance that increases the rate of a chemical reaction without itself being changed; a person or event that causes change,chất xúc tác; yếu tố thúc đẩy thay đổi,catalyst,missing_words_analyzed
Word,cataract,Mới - chưa có ảnh,1,a medical condition causing clouding of the eye's lens and blurred vision; also a large waterfall,bệnh đục thủy tinh thể; thác nước lớn,cataract,missing_words_analyzed
Word,catastrophe,Mới - chưa có ảnh,2,a sudden event that causes great damage or suffering,"thảm họa, tai họa lớn","catastrophe, catastrophically",missing_words_analyzed
Word,category,Mới - chưa có ảnh,2,,,"categorical, categorize",missing_words_analyzed
Word,catgut,Mới - chưa có ảnh,1,"a strong cord traditionally made from the dried intestines of animals, used for surgical sutures or musical instrument strings","dây ruột (thường làm dây đàn hoặc chỉ khâu phẫu thuật, thực chất không phải từ ruột mèo)",catgut,missing_words_analyzed
Word,cathedral,Mới - chưa có ảnh,1,"the main church of a diocese, containing the bishop's seat","nhà thờ chính tòa, thánh đường lớn",cathedral,missing_words_analyzed
Word,cauldron,Mới - chưa có ảnh,1,a large metal pot used for cooking or boiling over a fire,"vạc, nồi lớn",cauldron,missing_words_analyzed
Word,caution,Mới - chưa có ảnh,2,"care taken to avoid danger or mistakes, or a warning against a risk",sự thận trọng; lời cảnh báo,"caution, precautionary",missing_words_analyzed
Word,cavalry,Mới - chưa có ảnh,1,"soldiers who fight on horseback, historically",kỵ binh,cavalry,missing_words_analyzed
Word,caveat,Mới - chưa có ảnh,1,"a warning or proviso that limits or explains something, often attached to an agreement","lời cảnh báo, điều khoản lưu ý kèm theo (một thỏa thuận, tuyên bố)",caveat,missing_words_analyzed
Word,cede,Mới - chưa có ảnh,2,,,"concede, procedure",missing_words_analyzed
Word,ceiling,Mới - chưa có ảnh,1,the upper interior surface of a room.,trần nhà.,ceiling,missing_words_analyzed
Word,celebrate,Mới - chưa có ảnh,2,To mark an important event or occasion with enjoyable activities.,"Ăn mừng, kỷ niệm.","celebrate, celebration",missing_words_analyzed
Word,cement,Mới - chưa có ảnh,1,"a powdery substance made from limestone and clay, mixed with water and sand to form concrete or mortar",xi măng,cement,missing_words_analyzed
Word,cemetery,Mới - chưa có ảnh,1,"a burial ground, especially a large one not attached to a church",nghĩa trang,cemetery,missing_words_analyzed
Word,censor,Mới - chưa có ảnh,2,"an official who examines and suppresses material considered obscene, politically unacceptable, or a threat to security","người kiểm duyệt (nội dung sách, phim, thông tin)","censor, censorship",missing_words_analyzed
Word,census,Mới - chưa có ảnh,1,an official count or survey of a population,cuộc điều tra dân số,census,missing_words_analyzed
Word,cent,Mới - chưa có ảnh,3,"A monetary unit equal to one hundredth of a dollar, euro, or similar currency.",Xu (đơn vị tiền tệ bằng 1/100 đô la).,"cent, century, percent",missing_words_analyzed
Word,center,Mới - chưa có ảnh,3,"the middle point of something, or a place devoted to a particular activity.",trung tâm.,"center, concentrate, concentration",missing_words_analyzed
Word,central,Mới - chưa có ảnh,1,,,centralization,missing_words_analyzed
Word,ceramic,Mới - chưa có ảnh,1,made of clay that has been permanently hardened by heat,"làm bằng gốm, thuộc về gốm sứ",ceramic,missing_words_analyzed
Word,cereal,Mới - chưa có ảnh,1,"a grain used for food, or a breakfast food made from processed grain",ngũ cốc; món ăn sáng làm từ ngũ cốc,cereal,missing_words_analyzed
Word,certificate,Mới - chưa có ảnh,1,"an official document certifying a fact, qualification, or achievement","giấy chứng nhận, chứng chỉ",certificate,missing_words_analyzed
Word,certify,Mới - chưa có ảnh,1,"to formally confirm or declare something as true, accurate, or meeting a required standard","chứng nhận, xác nhận",certify,missing_words_analyzed
Word,champagne,Mới - chưa có ảnh,1,"a sparkling white wine associated with celebration, originally from the Champagne region of France",rượu sâm banh (champagne),champagne,missing_words_analyzed
Word,chant,Mới - chưa có ảnh,2,"to say or shout (words or slogans) repeatedly in a rhythmic tone, typically in unison with others","hô vang, hô khẩu hiệu theo nhịp","chant, enchant",missing_words_analyzed
Word,chaos,Mới - chưa có ảnh,2,complete disorder and confusion,sự hỗn loạn,"chaos, chaotic",missing_words_analyzed
Word,chapter,Mới - chưa có ảnh,1,"A main division of a book, usually with its own number or title.",Chương (sách).,chapter,missing_words_analyzed
Word,char,Mới - chưa có ảnh,1,to make (something) black by burning; to scorch,"đốt cháy đen, thui cháy",char,missing_words_analyzed
Word,charcoal,Mới - chưa có ảnh,1,a black porous form of carbon made by burning wood slowly with little air,than củi,charcoal,missing_words_analyzed
Word,chariot,Mới - chưa có ảnh,2,"a two-wheeled vehicle drawn by horses, used in ancient warfare, racing, and processions",cỗ xe ngựa (chiến xa),"chariot, charioteer",missing_words_analyzed
Word,charisma,Mới - chưa có ảnh,1,a compelling attractiveness or charm that inspires devotion in others,"sức lôi cuốn, sự thu hút đặc biệt ở một người",charisma,missing_words_analyzed
Word,charity,Mới - chưa có ảnh,2,"an organization set up to provide help and raise money for people in need, or the giving of such help","tổ chức từ thiện, lòng từ thiện","charitable, charity",missing_words_analyzed
Word,chassis,Mới - chưa có ảnh,1,"the base frame of a vehicle or other structure, onto which the body and components are mounted",khung gầm (xe),chassis,missing_words_analyzed
Word,chauffeur,Mới - chưa có ảnh,1,a person employed to drive a private or hired motor car,tài xế riêng (thuê lái xe),chauffeur,missing_words_analyzed
Word,chef,Mới - chưa có ảnh,1,"a professional cook, especially the chief cook in a restaurant",đầu bếp,chef,missing_words_analyzed
Word,chem,Mới - chưa có ảnh,1,,,chemist,missing_words_analyzed
Word,chemical,Mới - chưa có ảnh,3,a substance obtained by or used in a chemical process,hóa chất,"biochemical, chemical, chemically",missing_words_analyzed
Word,chemist,Mới - chưa có ảnh,1,,,chemistry,missing_words_analyzed
Word,cherish,Mới - chưa có ảnh,1,to protect and care for someone or something with love and tenderness; to hold dear,"trân trọng, nâng niu, yêu quý ai/điều gì đó",cherish,missing_words_analyzed
Word,chess,Mới - chưa có ảnh,1,a board game for two players involving the strategic movement of pieces,cờ vua,chess,missing_words_analyzed
Word,chew,Mới - chưa có ảnh,1,to bite and work food repeatedly in the mouth to break it down before swallowing,nhai,chew,missing_words_analyzed
Word,chi,Mới - chưa có ảnh,1,the vital life energy recognized in Chinese philosophy and medicine (also spelled qi); also the 22nd letter of the Greek alphabet,khí (năng lượng sống trong triết học Trung Hoa); cũng là tên chữ cái chi trong bảng chữ cái Hy Lạp,chi,missing_words_analyzed
Word,chick,Mới - chưa có ảnh,1,"a young bird, especially a young chicken","gà con, chim non",chick,missing_words_analyzed
Word,chicken,Mới - chưa có ảnh,1,a domestic fowl kept for its eggs or meat,con gà,chicken,missing_words_analyzed
Word,chile,Mới - chưa có ảnh,1,"a long, narrow country in South America along the Pacific coast",Chile (quốc gia Nam Mỹ),chile,missing_words_analyzed
Word,chill,Mới - chưa có ảnh,2,to make or become cold; (informal) to relax,"làm lạnh, ướp lạnh; (thân mật) thư giãn","chill, chilly",missing_words_analyzed
Word,chimney,Mới - chưa có ảnh,1,a vertical structure that carries smoke away from a fire or furnace,ống khói,chimney,missing_words_analyzed
Word,chimp,Mới - chưa có ảnh,1,"a chimpanzee, a great ape native to Africa",tinh tinh,chimp,missing_words_analyzed
Word,chimpanzee,Mới - chưa có ảnh,1,a large intelligent ape native to the forests of Africa,tinh tinh,chimpanzee,missing_words_analyzed
Word,chin,Mới - chưa có ảnh,1,,,chinstrap,missing_words_analyzed
Word,china,Mới - chưa có ảnh,2,"a country in East Asia, the world's most populous country.",Trung Quốc (một quốc gia ở Đông Á).,"china, chinese",missing_words_analyzed
Word,chlorine,Mới - chưa có ảnh,1,,,chlorinate,missing_words_analyzed
Word,chocolate,Mới - chưa có ảnh,1,"a food made from roasted and ground cacao seeds, typically sweetened",sô-cô-la,chocolate,missing_words_analyzed
Word,choke,Mới - chưa có ảnh,1,to have severe difficulty breathing because something is blocking the throat or windpipe,"nghẹt thở, làm nghẹt",choke,missing_words_analyzed
Word,choler,Mới - chưa có ảnh,1,,,choleric,missing_words_analyzed
Word,cholesterol,Mới - chưa có ảnh,1,a fatty substance found in the blood and body tissues,"cholesterol, một chất béo có trong máu và mô cơ thể",cholesterol,missing_words_analyzed
Word,chore,Mới - chưa có ảnh,1,"a routine task, especially a household one","việc vặt, việc nhà thường ngày",chore,missing_words_analyzed
Word,chortle,Mới - chưa có ảnh,1,"to laugh in a breathy, gleeful way",cười khúc khích thích thú,chortle,missing_words_analyzed
Word,chorus,Mới - chưa có ảnh,1,"a group of singers performing together, or a part of a song repeated after each verse","hợp xướng, dàn đồng ca; hoặc điệp khúc của bài hát",chorus,missing_words_analyzed
Word,chronic,Mới - chưa có ảnh,1,(of an illness or problem) persisting for a long time or constantly recurring,"mãn tính, kéo dài",chronic,missing_words_analyzed
Word,chronology,Mới - chưa có ảnh,1,,,chronological,missing_words_analyzed
Word,chute,Mới - chưa có ảnh,1,,,parachute,missing_words_analyzed
Word,cigar,Mới - chưa có ảnh,1,,,cigarette,missing_words_analyzed
Word,cinder,Mới - chưa có ảnh,1,"a small piece of partly burned coal, wood, or other material","mẩu than, tro than",cinder,missing_words_analyzed
Word,circa,Mới - chưa có ảnh,1,used before a date or figure to indicate that it is approximate,"khoảng, vào khoảng (dùng trước một mốc thời gian hoặc con số ước lượng)",circa,missing_words_analyzed
Word,circular,Mới - chưa có ảnh,1,,,semicircular,missing_words_analyzed
Word,circulate,Mới - chưa có ảnh,2,,,"circulation, circulatory",missing_words_analyzed
Word,circus,Mới - chưa có ảnh,1,"a traveling company of performers such as acrobats, clowns, and animals","rạp xiếc, gánh xiếc",circus,missing_words_analyzed
Word,cis,Mới - chưa có ảnh,2,,,"concise, decisively",missing_words_analyzed
Word,citrus,Mới - chưa có ảnh,1,"a fruit such as an orange, lemon, or lime, or the tree that produces it","cây/quả có múi (cam, chanh...)",citrus,missing_words_analyzed
Word,civilize,Mới - chưa có ảnh,2,,,"civilization, uncivilized",missing_words_analyzed
Word,clam,Mới - chưa có ảnh,1,,,reclamation,missing_words_analyzed
Word,clandestine,Mới - chưa có ảnh,1,"kept secret or done secretively, especially because it is illicit","bí mật, lén lút",clandestine,missing_words_analyzed
Word,clap,Mới - chưa có ảnh,1,"an act of striking the hands together, or a sudden loud sound",tiếng vỗ tay; tiếng nổ lớn (như sấm),clap,missing_words_analyzed
Word,clash,Mới - chưa có ảnh,1,a violent confrontation or strong disagreement between people or ideas,"cuộc xung đột, va chạm, mâu thuẫn",clash,missing_words_analyzed
Word,classify,Mới - chưa có ảnh,1,,,classification,missing_words_analyzed
Word,clause,Mới - chưa có ảnh,1,a unit of grammatical organization containing a subject and predicate; a distinct section of a legal document,mệnh đề (ngữ pháp); điều khoản (pháp lý),clause,missing_words_analyzed
Word,claw,Mới - chưa có ảnh,1,"a curved, pointed, horny nail on the foot of a bird or animal",móng vuốt,claw,missing_words_analyzed
Word,clay,Mới - chưa có ảnh,1,"a stiff, sticky, fine-grained earth used for making bricks and pottery",đất sét,clay,missing_words_analyzed
Word,clergy,Mới - chưa có ảnh,1,,,clergyman,missing_words_analyzed
