thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
chocolate,Mới - chưa có ảnh,1,"a food made from roasted and ground cacao seeds, typically sweetened",sô-cô-la,chocolate,missing_words_analyzed
choke,Mới - chưa có ảnh,1,to have severe difficulty breathing because something is blocking the throat or windpipe,"nghẹt thở, làm nghẹt",choke,missing_words_analyzed
choler,Mới - chưa có ảnh,1,anger or irritability (archaic term),sự giận dữ (từ cổ),choleric,missing_words_analyzed
cholesterol,Mới - chưa có ảnh,1,a fatty substance found in the blood and body tissues,"cholesterol, một chất béo có trong máu và mô cơ thể",cholesterol,missing_words_analyzed
chore,Mới - chưa có ảnh,1,"a routine task, especially a household one","việc vặt, việc nhà thường ngày",chore,missing_words_analyzed
chortle,Mới - chưa có ảnh,1,"to laugh in a breathy, gleeful way",cười khúc khích thích thú,chortle,missing_words_analyzed
chorus,Mới - chưa có ảnh,1,"a group of singers performing together, or a part of a song repeated after each verse","hợp xướng, dàn đồng ca; hoặc điệp khúc của bài hát",chorus,missing_words_analyzed
chronic,Mới - chưa có ảnh,1,(of an illness or problem) persisting for a long time or constantly recurring,"mãn tính, kéo dài",chronic,missing_words_analyzed
chronology,Mới - chưa có ảnh,1,the arrangement of events in the order they occurred,trình tự thời gian,chronological,missing_words_analyzed
chute,Mới - chưa có ảnh,1,a sloping channel for conveying things; informal short for parachute,máng trượt; (viết tắt của) dù,parachute,missing_words_analyzed
cigar,Mới - chưa có ảnh,1,a roll of tobacco leaves for smoking,xì gà,cigarette,missing_words_analyzed
cinder,Mới - chưa có ảnh,1,"a small piece of partly burned coal, wood, or other material","mẩu than, tro than",cinder,missing_words_analyzed
circa,Mới - chưa có ảnh,1,used before a date or figure to indicate that it is approximate,"khoảng, vào khoảng (dùng trước một mốc thời gian hoặc con số ước lượng)",circa,missing_words_analyzed
circular,Mới - chưa có ảnh,1,having the shape of a circle,hình tròn,semicircular,missing_words_analyzed
circulate,Mới - chưa có ảnh,2,to move or flow continuously through a system,"lưu thông, tuần hoàn","circulation, circulatory",missing_words_analyzed
circus,Mới - chưa có ảnh,1,"a traveling company of performers such as acrobats, clowns, and animals","rạp xiếc, gánh xiếc",circus,missing_words_analyzed
cis,Mới - chưa có ảnh,2,a prefix meaning 'on this side of' (used in chemistry and biology),tiền tố nghĩa “ở phía này”,"concise, decisively",missing_words_analyzed
citrus,Mới - chưa có ảnh,1,"a fruit such as an orange, lemon, or lime, or the tree that produces it","cây/quả có múi (cam, chanh...)",citrus,missing_words_analyzed
civilize,Mới - chưa có ảnh,2,to bring a society out of a primitive state,khai hóa,"civilization, uncivilized",missing_words_analyzed
clam,Mới - chưa có ảnh,1,an edible bivalve mollusk,"con trai, con nghêu",reclamation,missing_words_analyzed
clandestine,Mới - chưa có ảnh,1,"kept secret or done secretively, especially because it is illicit","bí mật, lén lút",clandestine,missing_words_analyzed
clap,Mới - chưa có ảnh,1,"an act of striking the hands together, or a sudden loud sound",tiếng vỗ tay; tiếng nổ lớn (như sấm),clap,missing_words_analyzed
clash,Mới - chưa có ảnh,1,a violent confrontation or strong disagreement between people or ideas,"cuộc xung đột, va chạm, mâu thuẫn",clash,missing_words_analyzed
classify,Mới - chưa có ảnh,1,to arrange into categories,phân loại,classification,missing_words_analyzed
clause,Mới - chưa có ảnh,1,a unit of grammatical organization containing a subject and predicate; a distinct section of a legal document,mệnh đề (ngữ pháp); điều khoản (pháp lý),clause,missing_words_analyzed
claw,Mới - chưa có ảnh,1,"a curved, pointed, horny nail on the foot of a bird or animal",móng vuốt,claw,missing_words_analyzed
clay,Mới - chưa có ảnh,1,"a stiff, sticky, fine-grained earth used for making bricks and pottery",đất sét,clay,missing_words_analyzed
clergy,Mới - chưa có ảnh,1,"religious officials, especially Christian priests or ministers",giới tăng lữ,clergyman,missing_words_analyzed
clerk,Mới - chưa có ảnh,1,"a person employed in an office, shop, or bank to keep records or perform administrative duties","nhân viên văn phòng, thư ký",clerk,missing_words_analyzed
click,Mới - chưa có ảnh,1,"to make a short, sharp sound, or to press and release a button on a computer mouse","nhấp (chuột), phát ra tiếng tách",click,missing_words_analyzed
client,Mới - chưa có ảnh,1,a person or organization using the services of a professional person or company,"khách hàng, thân chủ",client,missing_words_analyzed
cloak,Mới - chưa có ảnh,1,"to cover, conceal, or disguise something","che giấu, ngụy trang điều gì đó",cloak,missing_words_analyzed
clog,Mới - chưa có ảnh,1,"to block or become blocked, obstructing flow","làm tắc nghẽn, bị tắc",clog,missing_words_analyzed
clone,Mới - chưa có ảnh,1,"an organism or cell produced from another and genetically identical to it, or an exact copy","bản sao vô tính (sinh vật), hoặc bản sao giống hệt",clone,missing_words_analyzed
clot,Mới - chưa có ảnh,1,"a thick, semi-solid mass, especially of coagulated blood",cục máu đông,clot,missing_words_analyzed
clover,Mới - chưa có ảnh,1,"a small plant with three-lobed leaves and flowers, often eaten by livestock",cây cỏ ba lá,clover,missing_words_analyzed
clumsy,Mới - chưa có ảnh,1,awkward in movement or in handling things; ungainly,"vụng về, lóng ngóng",clumsy,missing_words_analyzed
cluster,Mới - chưa có ảnh,1,a small group of similar things or people positioned close together,"cụm, nhóm",cluster,missing_words_analyzed
clutch,Mới - chưa có ảnh,1,a device for engaging and disengaging the transmission of a motor vehicle from the engine,"bộ ly hợp, côn (xe)",clutch,missing_words_analyzed
clutter,Mới - chưa có ảnh,1,an untidy collection of things lying about; a state of disorder,"sự bừa bộn, đồ đạc lộn xộn",clutter,missing_words_analyzed
coarse,Mới - chưa có ảnh,1,"rough or loose in texture, or (of a person or manner) crude and lacking refinement","thô, có kết cấu thô ráp; hoặc (cách cư xử) thô lỗ, thiếu tinh tế",coarse,missing_words_analyzed
coax,Mới - chưa có ảnh,1,to persuade someone gently and persistently to do something,"dỗ dành, thuyết phục ai đó một cách nhẹ nhàng và kiên trì",coax,missing_words_analyzed
cobra,Mới - chưa có ảnh,1,a highly venomous snake that can expand the skin of its neck into a hood,rắn hổ mang,cobra,missing_words_analyzed
cock,Mới - chưa có ảnh,2,a male chicken; a rooster,gà trống,"cockpit, cocktail",missing_words_analyzed
cockroach,Mới - chưa có ảnh,1,"a nocturnal, flat-bodied insect that is a common household pest",con gián,cockroach,missing_words_analyzed
cod,Mới - chưa có ảnh,1,a large marine fish widely used as food,cá tuyết,cod,missing_words_analyzed
coerce,Mới - chưa có ảnh,2,to persuade someone to do something using force or threats,"cưỡng ép, ép buộc ai đó (bằng vũ lực hoặc đe dọa)","coerce, coercive",missing_words_analyzed
coffin,Mới - chưa có ảnh,1,a box in which a dead person is buried or cremated,quan tài,coffin,missing_words_analyzed
coherent,Mới - chưa có ảnh,1,logical and consistent; able to be understood clearly,"mạch lạc, có tính logic",coherent,missing_words_analyzed
cohort,Mới - chưa có ảnh,1,"a group of people with a shared characteristic, especially one being studied together","nhóm (người), nhóm đối tượng nghiên cứu",cohort,missing_words_analyzed
coil,Mới - chưa có ảnh,1,to wind into a spiral shape,cuộn lại (thành vòng xoắn),recoil,missing_words_analyzed
collaborate,Mới - chưa có ảnh,1,to work jointly with others,hợp tác,collaboration,missing_words_analyzed
collar,Mới - chưa có ảnh,1,"the part of a garment that fastens around the neck, or a band put around the neck of an animal",cổ áo; hoặc vòng cổ đeo cho động vật,collar,missing_words_analyzed
colleague,Mới - chưa có ảnh,1,"a person one works with, especially in a profession",đồng nghiệp,colleague,missing_words_analyzed
collide,Mới - chưa có ảnh,1,to crash together violently,va chạm,collision,missing_words_analyzed
colon,Mới - chưa có ảnh,2,a punctuation mark (:); also the large intestine,dấu hai chấm; ruột già,"colonization, colonize",missing_words_analyzed
colony,Mới - chưa có ảnh,3,a country or territory under the control of another; a group of settlers,thuộc địa,"colonial, colonist, colonizer",missing_words_analyzed
colossus,Mới - chưa có ảnh,1,a statue or thing of enormous size,"tượng khổng lồ, vật to lớn",colossal,missing_words_analyzed
colt,Mới - chưa có ảnh,1,a young male horse,ngựa con (đực),colt,missing_words_analyzed
comb,Mới - chưa có ảnh,1,a toothed device used to arrange or clean the hair,cái lược,comb,missing_words_analyzed
comer,Mới - chưa có ảnh,1,a person who arrives (as in 'newcomer'),"người đến, người mới đến",newcomer,missing_words_analyzed
comfortable,Mới - chưa có ảnh,1,providing physical ease and relaxation,thoải mái,comfortably,missing_words_analyzed
coming,Mới - chưa có ảnh,2,arriving or approaching (used in compounds like 'homecoming'),"sắp đến, sắp tới","homecoming, shortcoming",missing_words_analyzed
comma,Mới - chưa có ảnh,1,"a punctuation mark (,) used to indicate a pause or separation",dấu phẩy,comma,missing_words_analyzed
commercial,Mới - chưa có ảnh,1,relating to commerce or trade; intended to make a profit,thuộc về thương mại,commercially,missing_words_analyzed
commission,Mới - chưa có ảnh,1,an official instruction or task given to someone; a fee for services,"ủy quyền, giao nhiệm vụ; hoa hồng",decommission,missing_words_analyzed
commodity,Mới - chưa có ảnh,1,"a raw material or primary agricultural product that can be bought and sold, such as oil or wheat","hàng hóa (nguyên liệu, nông sản)",commodity,missing_words_analyzed
commune,Mới - chưa có ảnh,1,a group of people living together sharing possessions; to communicate intimately,công xã; giao cảm thân mật,communal,missing_words_analyzed
communicate,Mới - chưa có ảnh,2,to share or exchange information,giao tiếp,"communication, communicative",missing_words_analyzed
community,Mới - chưa có ảnh,1,a group of people living in the same area or having a particular characteristic in common,cộng đồng,community,missing_words_analyzed
commute,Mới - chưa có ảnh,1,to travel regularly between home and work,đi lại (giữa nhà và nơi làm việc),commuter,missing_words_analyzed
companion,Mới - chưa có ảnh,2,a person or animal that accompanies or spends time with another,"bạn đồng hành, người bạn cùng đi","companion, companionship",missing_words_analyzed
company,Mới - chưa có ảnh,2,"a commercial business, or the state of being with others",công ty; sự bầu bạn,"accompany, company",missing_words_analyzed
compartment,Mới - chưa có ảnh,1,a separate section or part of a structure,"ngăn, khoang",compartmentalize,missing_words_analyzed
compass,Mới - chưa có ảnh,1,"an instrument used for determining direction, with a magnetic needle",la bàn,compass,missing_words_analyzed
compatible,Mới - chưa có ảnh,2,"able to exist, work, or be used together without conflict",có thể tồn tại/hoạt động cùng nhau mà không xung đột; tương thích,"compatible, incompatible",missing_words_analyzed
competent,Mới - chưa có ảnh,1,"having the necessary ability, knowledge, or skill to do something successfully","có năng lực, đủ khả năng",competent,missing_words_analyzed
complacent,Mới - chưa có ảnh,1,showing smug self-satisfaction about one's own achievements,"tự mãn, tự thỏa mãn",complacent,missing_words_analyzed
complex,Mới - chưa có ảnh,2,made up of many interconnected parts; complicated,phức tạp,"complex, complexity",missing_words_analyzed
compose,Mới - chưa có ảnh,1,to write or create a piece of music or writing; to make up the parts of a whole,sáng tác; cấu thành,decompose,missing_words_analyzed
composition,Mới - chưa có ảnh,1,the nature of something's ingredients or parts; a piece of music or writing,thành phần cấu tạo; tác phẩm,decomposition,missing_words_analyzed
compost,Mới - chưa có ảnh,1,decayed organic material used as a fertilizer for growing plants,"phân trộn, phân hữu cơ (ủ từ rác thải)",compost,missing_words_analyzed
compound,Mới - chưa có ảnh,1,a thing composed of two or more separate elements or substances combined together,"hợp chất, hỗn hợp",compound,missing_words_analyzed
comprise,Mới - chưa có ảnh,1,to consist of or be made up of,"bao gồm, gồm có",comprise,missing_words_analyzed
compulsion,Mới - chưa có ảnh,1,"an irresistible urge to do something, often against one's conscious wishes",sự thôi thúc không thể cưỡng lại để làm điều gì đó,compulsion,missing_words_analyzed
compulsory,Mới - chưa có ảnh,1,required by law or a rule; obligatory,bắt buộc,compulsory,missing_words_analyzed
con,Mới - chưa có ảnh,1,to persuade someone to believe or accept something false; to swindle,lừa gạt,con,missing_words_analyzed
concede,Mới - chưa có ảnh,1,to admit that something is true after first denying it; to yield,thừa nhận (miễn cưỡng); nhượng bộ,concession,missing_words_analyzed
concept,Mới - chưa có ảnh,5,an abstract idea or general notion,khái niệm,"concept, conception, conceptual, conceptualize, conceptually",missing_words_analyzed
conception,Mới - chưa có ảnh,1,the forming of an idea; the fertilization of an egg,sự hình thành ý tưởng; sự thụ thai,misconception,missing_words_analyzed
conclude,Mới - chưa có ảnh,2,"to bring something to an end, or to decide something after reasoning","kết luận, kết thúc","conclude, conclusive",missing_words_analyzed
conclusion,Mới - chưa có ảnh,1,"the end or final part of something, especially a judgment reached by reasoning",kết luận,conclusion,missing_words_analyzed
concur,Mới - chưa có ảnh,1,to agree with an opinion,"đồng ý, nhất trí",concurrently,missing_words_analyzed
conduce,Mới - chưa có ảnh,1,to lead to a particular result,"dẫn đến, góp phần tạo ra (kết quả)",conducive,missing_words_analyzed
conduct,Mới - chưa có ảnh,4,"the way a person behaves, especially in a particular situation","hành vi, tác phong, cách cư xử","conduct, conductivity, conductor, misconduct",missing_words_analyzed
cone,Mới - chưa có ảnh,1,a solid or hollow shape with a flat circular base tapering to a point,"hình nón, cái phễu",cone,missing_words_analyzed
confection,Mới - chưa có ảnh,1,"a sweet food item, such as candy","đồ ngọt, kẹo bánh",confectionery,missing_words_analyzed
conference,Mới - chưa có ảnh,1,a formal meeting for discussion,"hội nghị, hội thảo",conferencing,missing_words_analyzed
confidence,Mới - chưa có ảnh,1,a feeling of self-assurance arising from an appreciation of one's own abilities,sự tự tin,confidence,missing_words_analyzed
confident,Mới - chưa có ảnh,2,feeling or showing certainty about something,tự tin,"confidential, confidently",missing_words_analyzed
configure,Mới - chưa có ảnh,1,to arrange the parts or settings of something,"cấu hình, sắp đặt",reconfigure,missing_words_analyzed
confirm,Mới - chưa có ảnh,1,to establish the truth or correctness of something,xác nhận,confirmation,missing_words_analyzed
conflict,Mới - chưa có ảnh,1,a serious disagreement or clash between people or ideas,"xung đột, mâu thuẫn",conflict,missing_words_analyzed
congestion,Mới - chưa có ảnh,1,"overcrowding, especially of traffic or people, causing blockage or difficulty moving",sự tắc nghẽn,congestion,missing_words_analyzed
consensus,Mới - chưa có ảnh,2,general agreement among all members of a group,"sự đồng thuận, sự nhất trí","consensual, consensus",missing_words_analyzed
consequent,Mới - chưa có ảnh,1,following as a result or effect,là hệ quả,consequently,missing_words_analyzed
conserve,Mới - chưa có ảnh,2,to protect from harm or loss; preserve,"bảo tồn, gìn giữ","conservation, conservator",missing_words_analyzed
consist,Mới - chưa có ảnh,2,to be composed or made up of,"bao gồm, cấu thành từ","consistent, consistently",missing_words_analyzed
consistent,Mới - chưa có ảnh,2,unchanging over time; in agreement,"nhất quán, ổn định","consistency, inconsistent",missing_words_analyzed
console,Mới - chưa có ảnh,1,"a panel or cabinet housing the controls of an electronic device, or a small table set against a wall",bảng điều khiển; tủ/bàn console,console,missing_words_analyzed
construct,Mới - chưa có ảnh,3,to build; something built or formed,xây dựng; công trình,"construction, constructive, reconstruction",missing_words_analyzed
consume,Mới - chưa có ảnh,3,"to eat, drink, or use up a resource","tiêu thụ, sử dụng","consume, consumer, consumption",missing_words_analyzed
consummate,Mới - chưa có ảnh,1,to make a marriage or relationship complete by having sexual intercourse; to complete or achieve fully,"hoàn tất, thực hiện trọn vẹn (một cuộc hôn nhân, thỏa thuận); hoàn thành đầy đủ",consummate,missing_words_analyzed
contact,Mới - chưa có ảnh,1,"communication between people, or the state of touching","sự liên lạc, sự tiếp xúc",contact,missing_words_analyzed
contain,Mới - chưa có ảnh,2,to have something inside itself; to hold,"chứa, chứa đựng","contain, container",missing_words_analyzed
contaminate,Mới - chưa có ảnh,2,to make something impure by exposure to a poisonous or polluting substance,"làm ô nhiễm, làm nhiễm bẩn","contaminate, contamination",missing_words_analyzed
contest,Mới - chưa có ảnh,1,a competition; to dispute or challenge,cuộc thi; tranh chấp,uncontested,missing_words_analyzed
contiguity,Mới - chưa có ảnh,1,the state of being in contact or adjacent to something,"tính liền kề, sự tiếp giáp",contiguity,missing_words_analyzed
continent,Mới - chưa có ảnh,3,"one of the world's main continuous expanses of land, such as Africa, Asia, or Europe","lục địa, châu lục","continent, continental, subcontinent",missing_words_analyzed
contingent,Mới - chưa có ảnh,1,dependent on certain circumstances,phụ thuộc vào điều kiện khác,contingency,missing_words_analyzed
contradict,Mới - chưa có ảnh,1,to deny the truth of a statement by asserting the opposite; to be inconsistent with,"mâu thuẫn, phủ nhận, trái ngược",contradict,missing_words_analyzed
contrary,Mới - chưa có ảnh,1,"opposite in nature, direction, or meaning","trái ngược, ngược lại",contrary,missing_words_analyzed
contrast,Mới - chưa có ảnh,1,a clear difference seen when two or more things are compared,sự tương phản,contrast,missing_words_analyzed
contribute,Mới - chưa có ảnh,2,"to give something, especially money or help, together with others",đóng góp,"contribution, contributor",missing_words_analyzed
controversy,Mới - chưa có ảnh,1,a prolonged public disagreement or heated discussion,"tranh cãi, tranh luận gay gắt",controversial,missing_words_analyzed
conundrum,Mới - chưa có ảnh,1,a confusing and difficult problem or question,"câu đố hóc búa, vấn đề nan giải",conundrum,missing_words_analyzed
converse,Mới - chưa có ảnh,2,to engage in conversation; opposite in nature,trò chuyện; trái ngược,"conversation, conversational",missing_words_analyzed
coo,Mới - chưa có ảnh,1,"to make a soft, low murmuring sound, as a dove does, or to speak in a soft, affectionate voice",gù (như chim bồ câu); nói khẽ âu yếm,coo,missing_words_analyzed
coordinate,Mới - chưa có ảnh,1,to organize different elements to work together effectively,"phối hợp, điều phối",coordination,missing_words_analyzed
cop,Mới - chưa có ảnh,1,a police officer (informal),cảnh sát (cách nói thân mật),cop,missing_words_analyzed
copyright,Mới - chưa có ảnh,1,"the exclusive legal right to reproduce, publish, or sell a literary, artistic, or musical work","bản quyền, quyền tác giả",copyright,missing_words_analyzed
cord,Mới - chưa có ảnh,1,a length of thin flexible material made from twisted strands,"dây, sợi dây (bện)",discord,missing_words_analyzed
corn,Mới - chưa có ảnh,1,a cereal plant that yields large grains,"ngô, bắp",popcorn,missing_words_analyzed
corollary,Mới - chưa có ảnh,1,a proposition that follows naturally from one already proved; a direct consequence,hệ quả tất yếu,corollary,missing_words_analyzed
corporate,Mới - chưa có ảnh,1,relating to a large company or group of companies,"thuộc về công ty, tập đoàn",corporate,missing_words_analyzed
corporation,Mới - chưa có ảnh,1,a large company or group of companies authorized to act as a single legal entity,"công ty, tập đoàn (pháp nhân)",corporation,missing_words_analyzed
corpse,Mới - chưa có ảnh,1,"a dead body, especially of a human being","xác chết, tử thi",corpse,missing_words_analyzed
corridor,Mới - chưa có ảnh,1,a long passage in a building from which doors lead into rooms,hành lang,corridor,missing_words_analyzed
corrode,Mới - chưa có ảnh,1,"(of metal) to be gradually destroyed by chemical action, such as oxidation; to gradually weaken or damage","(kim loại) bị ăn mòn dần; hoặc làm suy yếu, phá hủy dần dần",corrode,missing_words_analyzed
cortex,Mới - chưa có ảnh,1,"the outer layer of an organ, especially the brain","vỏ (não), lớp vỏ ngoài của cơ quan",cortex,missing_words_analyzed
cosmetic,Mới - chưa có ảnh,2,"relating to treatments intended to enhance a person's appearance, especially the face","(thuộc) thẩm mỹ, làm đẹp","cosmetic, cosmetically",missing_words_analyzed
couch,Mới - chưa có ảnh,1,to express something in a particular style or form of words,"diễn đạt, thể hiện (bằng ngôn từ đặc biệt)",couch,missing_words_analyzed
cough,Mới - chưa có ảnh,1,To expel air from the lungs suddenly and with a harsh sound.,Ho.,cough,missing_words_analyzed
council,Mới - chưa có ảnh,1,"a group of people elected or appointed to make decisions, give advice, or govern",hội đồng,council,missing_words_analyzed
countenance,Mới - chưa có ảnh,1,a person's face or facial expression,"vẻ mặt, dung mạo",countenance,missing_words_analyzed
county,Mới - chưa có ảnh,1,a geographical and administrative division within a country or state,quận/hạt (đơn vị hành chính trong một tiểu bang hoặc quốc gia),county,missing_words_analyzed
courtyard,Mới - chưa có ảnh,1,an open area enclosed by walls or buildings,sân trong (được bao quanh bởi tường hoặc nhà),courtyard,missing_words_analyzed
cove,Mới - chưa có ảnh,1,a small sheltered bay or inlet on a coastline,"vịnh nhỏ, eo biển nhỏ",cove,missing_words_analyzed
covet,Mới - chưa có ảnh,1,"to yearn to possess or have something, especially something belonging to another","thèm muốn, ham muốn (đặc biệt là thứ thuộc về người khác)",covet,missing_words_analyzed
cox,Mới - chưa có ảnh,1,the person who steers a rowing boat and directs its crew (short for coxswain),người lái thuyền đua (coxswain),cox,missing_words_analyzed
coxswain,Mới - chưa có ảnh,1,a person who steers a rowing boat and directs its crew,người lái thuyền đua (hoa tiêu thuyền chèo),coxswain,missing_words_analyzed
coyote,Mới - chưa có ảnh,1,a wolflike wild dog native to North America,"chó sói đồng cỏ (coyote), loài chó hoang bản địa Bắc Mỹ",coyote,missing_words_analyzed
crab,Mới - chưa có ảnh,1,"a crustacean with a broad shell, a small abdomen, and pincers",con cua,crab,missing_words_analyzed
cradle,Mới - chưa có ảnh,1,"a small bed for a baby, typically one that can be rocked; also the place where something originates",cái nôi (giường nhỏ cho em bé); cũng chỉ nơi khởi nguồn của điều gì đó,cradle,missing_words_analyzed
cram,Mới - chưa có ảnh,1,"to force a large amount of something into a limited space, or to study intensively in a short time before an exam","nhồi nhét (vào một không gian nhỏ); hoặc học dồn, học nhồi nhét trước kỳ thi",cram,missing_words_analyzed
crane,Mới - chưa có ảnh,1,"a large machine used for lifting and moving heavy objects, or a large long-legged wading bird",cần cẩu; (nghĩa khác) con sếu (loài chim),crane,missing_words_analyzed
crater,Mới - chưa có ảnh,1,"a large bowl-shaped depression in the ground, especially one caused by an explosion, impact, or volcano",miệng núi lửa; hố (do va chạm hoặc nổ),crater,missing_words_analyzed
crave,Mới - chưa có ảnh,2,to have a powerful desire for something,"thèm muốn, khao khát","crave, craving",missing_words_analyzed
craze,Mới - chưa có ảnh,1,a fashion or fad that is extremely popular for a short period,"cơn sốt, mốt nhất thời",craze,missing_words_analyzed
creak,Mới - chưa có ảnh,1,"to make a harsh, high-pitched sound when moved or when pressure is applied",kêu cọt kẹt (âm thanh khi di chuyển hoặc chịu áp lực),creak,missing_words_analyzed
creative,Mới - chưa có ảnh,1,having the ability to create original ideas or things,sáng tạo,creativity,missing_words_analyzed
credible,Mới - chưa có ảnh,1,capable of being believed; convincing,"đáng tin, có thể tin được",credibility,missing_words_analyzed
crescent,Mới - chưa có ảnh,1,"the curved shape of the moon in its first or last quarter; a curved, moon-like shape","hình lưỡi liềm, mảnh trăng lưỡi liềm",crescent,missing_words_analyzed
crest,Mới - chưa có ảnh,1,"a comb or tuft of feathers, fur, or skin on the head of a bird or animal; the top of a wave, hill, or ridge","mào (chim); đỉnh (sóng, đồi)",crest,missing_words_analyzed
crevasse,Mới - chưa có ảnh,1,"a deep open crack, especially one in a glacier","khe nứt sâu, đặc biệt trên sông băng",crevasse,missing_words_analyzed
cricket,Mới - chưa có ảnh,1,an outdoor game played between two teams of eleven players using bats and a ball,môn cricket (crickê),cricket,missing_words_analyzed
crime,Mới - chưa có ảnh,1,an illegal act punishable by law,tội phạm,crime,missing_words_analyzed
crinkle,Mới - chưa có ảnh,1,to become or make something wrinkled or creased,"làm nhăn, nhăn lại",crinkle,missing_words_analyzed
crisp,Mới - chưa có ảnh,1,"pleasantly firm, dry, and brittle",giòn,crisp,missing_words_analyzed
criterion,Mới - chưa có ảnh,1,a principle or standard by which something may be judged or decided,tiêu chí,criterion,missing_words_analyzed
crook,Mới - chưa có ảnh,1,"a criminal or dishonest person, or a bent or curved part of something","kẻ lừa đảo, tội phạm; hoặc chỗ uốn cong của vật gì đó",crook,missing_words_analyzed
croup,Mới - chưa có ảnh,1,a childhood respiratory illness marked by a harsh cough and difficulty breathing,bệnh viêm thanh khí phế quản (ở trẻ em),croup,missing_words_analyzed
crow,Mới - chưa có ảnh,2,a large black bird with a harsh call,con quạ,"crow, crowbar",missing_words_analyzed
crumble,Mới - chưa có ảnh,1,"a baked dessert of stewed fruit topped with a crumbly mixture of flour, butter and sugar (British)",món tráng miệng trái cây phủ lớp bột giòn (kiểu Anh),crumble,missing_words_analyzed
crumple,Mới - chưa có ảnh,1,"to crush (something, especially paper or cloth) into an untidy compact mass","vò nhàu, làm nhăn nhúm",crumple,missing_words_analyzed
crunch,Mới - chưa có ảnh,1,to crush noisily with the teeth; a critical situation,nhai giòn; tình huống căng thẳng,crunchy,missing_words_analyzed
crust,Mới - chưa có ảnh,1,the outer hard layer of bread or of the earth,"lớp vỏ cứng (bánh mì, trái đất)",crustacean,missing_words_analyzed
crutch,Mới - chưa có ảnh,1,"a long stick with a support for the armpit, used as an aid in walking.",cái nạng.,crutch,missing_words_analyzed
cub,Mới - chưa có ảnh,2,the young of certain mammals such as bears or lions,"con non (của gấu, sư tử...)","incubate, incubation",missing_words_analyzed
cube,Mới - chưa có ảnh,3,a three-dimensional shape having six equal square faces,"hình lập phương, khối lập phương","cube, cubic, cubicle",missing_words_analyzed
cuddle,Mới - chưa có ảnh,2,"to hold someone close in a tender, affectionate way",ôm ấp âu yếm ai đó,"cuddle, cuddly",missing_words_analyzed
cuisine,Mới - chưa có ảnh,1,"a style or method of cooking, especially associated with a country or region",phong cách/nền ẩm thực của một vùng hay quốc gia,cuisine,missing_words_analyzed
culinary,Mới - chưa có ảnh,1,relating to cooking or the kitchen,"thuộc về nấu ăn, ẩm thực",culinary,missing_words_analyzed
culpable,Mới - chưa có ảnh,1,deserving blame,"đáng trách, có lỗi",culpability,missing_words_analyzed
culprit,Mới - chưa có ảnh,1,a person who is responsible for a crime or wrongdoing,thủ phạm,culprit,missing_words_analyzed
cultivate,Mới - chưa có ảnh,3,to prepare and use land for growing crops; to try to acquire or develop a skill or quality.,"canh tác, trồng trọt; trau dồi, phát triển (kỹ năng).","cultivate, cultivation, cultivator",missing_words_analyzed
cunning,Mới - chưa có ảnh,1,having or showing skill in achieving one's ends through deceit or evasion,"xảo quyệt, ranh mãnh",cunning,missing_words_analyzed
cur,Mới - chưa có ảnh,4,a mongrel or worthless dog (archaic term),con chó tạp chủng (từ cổ),"concur, occurrence, recur, recurrence",missing_words_analyzed
curb,Mới - chưa có ảnh,1,"to control or restrict something, especially something undesirable","kiềm chế, hạn chế",curb,missing_words_analyzed
curd,Mới - chưa có ảnh,1,the substance formed when milk coagulates,"sữa đông, phô mai tươi",curdle,missing_words_analyzed
curl,Mới - chưa có ảnh,1,"a coil or spiral shape, especially of hair","lọn tóc xoăn, hình xoắn ốc",curl,missing_words_analyzed
currency,Mới - chưa có ảnh,1,a system of money used in a particular country,tiền tệ,currency,missing_words_analyzed
curriculum,Mới - chưa có ảnh,1,the subjects and content taught in a school or course,chương trình học,curriculum,missing_words_analyzed
curs,Mới - chưa có ảnh,2,plural of 'cur'; mongrel or worthless dogs,những con chó tạp chủng,"excursion, precursor",missing_words_analyzed
curtain,Mới - chưa có ảnh,1,a piece of fabric hung to cover a window or divide a space,tấm rèm cửa,curtain,missing_words_analyzed
cushion,Mới - chưa có ảnh,1,"a soft bag filled with padding, used for sitting, resting on, or as decoration","cái đệm, gối tựa",cushion,missing_words_analyzed
cuss,Mới - chưa có ảnh,1,to swear or curse (informal),chửi thề (thông tục),discuss,missing_words_analyzed
custard,Mới - chưa có ảnh,1,"a sweet dessert or sauce made from eggs, milk, and sugar",kem trứng sữa (custard),custard,missing_words_analyzed
cylinder,Mới - chưa có ảnh,1,a solid or hollow geometric shape with straight parallel sides and a circular or oval cross-section,hình trụ,cylinder,missing_words_analyzed
dam,Mới - chưa có ảnh,1,"a barrier constructed to hold back water and raise its level, forming a reservoir",đập nước,dam,missing_words_analyzed
damn,Mới - chưa có ảnh,1,"to criticize severely, or (in religious use) to condemn to eternal punishment",lên án gay gắt; (tôn giáo) đày xuống địa ngục,damn,missing_words_analyzed
damp,Mới - chưa có ảnh,2,slightly wet; moist,"ẩm, ẩm ướt","damp, dampness",missing_words_analyzed
dart,Mới - chưa có ảnh,1,to move suddenly and quickly in a specified direction,"lao đi nhanh, phóng vụt đi",dart,missing_words_analyzed
