root_word,topic,subtopic,is_polysemous
crawl,Con người,Tuổi tác và các giai đoạn cuộc đời,False
cream,Ngoại hình và trang phục,Chăm sóc da,False
create,"Nghệ thuật, thiết kế và văn hóa",Thiết kế đồ họa,False
credit,Kinh doanh và tài chính,Tiền mặt và thẻ,False
creep,Khái niệm trừu tượng,Thay đổi và phát sinh,False
crew,Giao thông,Tàu thuyền,False
crimin,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
crisis,Khái niệm trừu tượng,Thay đổi và phát sinh,False
critic,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
crop,Môi trường và tự nhiên,Nông nghiệp,True
crop,Giải trí và thời gian rảnh,Nhiếp ảnh,True
cross,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
crowd,Giải trí và thời gian rảnh,Sự kiện và lễ hội,False
crown,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
crucial,Khái niệm trừu tượng,Đánh giá và giá trị,False
crude,"Khoa học, công nghệ và kỹ thuật",Năng lượng,False
cruel,Con người,Tính cách,False
cruise,Du lịch và lưu trú,Du lịch bằng tàu,False
crush,Con người,Cảm xúc,False
cry,Con người,Cảm xúc,False
crystal,Môi trường và tự nhiên,Khoáng vật,False
cue,Giải trí và thời gian rảnh,Sân khấu,False
cult,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
culture,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
cup,Nhà cửa,Đồ nội thất,False
cure,Sức khỏe,Thuốc và dạng thuốc,False
curious,Con người,Tính cách,False
current,"Khoa học, công nghệ và kỹ thuật",Điện,True
current,Khái niệm trừu tượng,Thời gian và thứ tự,True
current,Môi trường và tự nhiên,Biển và đại dương,True
curve,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
custody,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
custom,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,True
custom,Kinh doanh và tài chính,Khách hàng,True
cut,Đời sống hằng ngày,Nấu ăn,False
cute,Ngoại hình và trang phục,Cơ thể và ngoại hình,False
cycle,Giao thông,Xe đạp,False
dad,Con người,Gia đình,False
dairy,Thực phẩm,Sữa và sản phẩm từ sữa,False
damage,Giao thông,Tai nạn và cứu hộ,False
dance,Giải trí và thời gian rảnh,Khiêu vũ,False
danger,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
dare,Con người,Tính cách,False
dark,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
date,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",True
date,Con người,Mối quan hệ,True
date,Thực phẩm,Trái cây,True
daughter,Con người,Gia đình,False
day,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
dead,Con người,Sự kiện đời người,False
deal,Kinh doanh và tài chính,Mua bán và giao dịch,True
deal,Giải trí và thời gian rảnh,Trò chơi bài,True
dear,Ngôn ngữ hằng ngày,Chào hỏi và giới thiệu bản thân,False
death,Con người,Sự kiện đời người,False
debate,Học tập và giáo dục,Kỹ năng học tập,False
debt,Kinh doanh và tài chính,Khoản vay,False
decent,Khái niệm trừu tượng,Đánh giá và giá trị,False
decide,Khái niệm trừu tượng,Đánh giá và giá trị,False
deck,Giao thông,Tàu thuyền,True
deck,Giải trí và thời gian rảnh,Trò chơi bài,True
declare,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
dedicate,Con người,Tính cách,False
deed,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
deep,Môi trường và tự nhiên,Biển và đại dương,False
default,Kinh doanh và tài chính,Khoản vay,False
defeat,Thể thao,Thể thao chung,False
defence,"Pháp luật, an toàn và khẩn cấp",Luật sư,False
defend,"Pháp luật, an toàn và khẩn cấp",Luật sư,False
define,Học tập và giáo dục,Nghiên cứu,False
defy,Con người,Tính cách,False
delete,"Khoa học, công nghệ và kỹ thuật",Máy tính,False
deliberate,Khái niệm trừu tượng,Thái độ,False
delicious,Thực phẩm,An toàn thực phẩm,False
delight,Con người,Cảm xúc,False
deliver,Dịch vụ,Dịch vụ giao hàng,False
demon,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
dense,Khái niệm trừu tượng,Mức độ và so sánh,False
deny,Khái niệm trừu tượng,Thái độ,False
depart,Du lịch và lưu trú,Bến xe,False
department,Kinh doanh và tài chính,Công ty và phòng ban,False
deploy,Nghề nghiệp và công việc,Nghề công vụ và an ninh,False
deposit,Kinh doanh và tài chính,Tài khoản ngân hàng,False
deprive,Khái niệm trừu tượng,Quan hệ và ảnh hưởng,False
derive,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
descend,Khái niệm trừu tượng,Thay đổi và phát sinh,False
desert,Môi trường và tự nhiên,Trái Đất,True
desert,Con người,Mối quan hệ,True
design,"Nghệ thuật, thiết kế và văn hóa",Thiết kế đồ họa,False
desire,Con người,Cảm xúc,False
desk,Nhà cửa,Đồ nội thất,False
desperate,Con người,Cảm xúc,False
destroy,Khái niệm trừu tượng,Hành động và xử lý,False
detect,"Khoa học, công nghệ và kỹ thuật",Dụng cụ khoa học,False
deteriorate,Khái niệm trừu tượng,Thay đổi và phát sinh,False
determine,Khái niệm trừu tượng,Đánh giá và giá trị,False
devastate,"Pháp luật, an toàn và khẩn cấp",Thiên tai,False
develop,Khái niệm trừu tượng,Thay đổi và phát sinh,False
devil,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
devise,Khái niệm trừu tượng,Hành động và xử lý,False
devote,Con người,Tính cách,False
diagram,Học tập và giáo dục,Nghiên cứu,False
die,Con người,Sự kiện đời người,False
diet,Sức khỏe,Cơ thể và sức khỏe,False
differ,Khái niệm trừu tượng,Mức độ và so sánh,False
difficult,Khái niệm trừu tượng,Khả năng và cần thiết,False
dig,Môi trường và tự nhiên,Nông nghiệp,False
dimension,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
diminish,Khái niệm trừu tượng,Mức độ và so sánh,False
dinner,Ăn uống bên ngoài,Bữa tối,False
dip,Đời sống hằng ngày,Nấu ăn,False
direct,Khái niệm trừu tượng,Hành động và xử lý,False
dirt,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
disaster,"Pháp luật, an toàn và khẩn cấp",Thiên tai,False
discipline,Học tập và giáo dục,Kỹ năng học tập,False
discours,Học tập và giáo dục,Nghiên cứu,False
discover,Học tập và giáo dục,Nghiên cứu,False
dish,Ăn uống bên ngoài,Gọi món,False
disk,"Khoa học, công nghệ và kỹ thuật",Phần cứng máy tính,False
dispute,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
distance,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
distant,Khái niệm trừu tượng,Mức độ và so sánh,False
distinct,Khái niệm trừu tượng,Đánh giá và giá trị,False
distinguish,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
distress,Con người,Cảm xúc,False
disturb,Con người,Cảm xúc,False
dive,Thể thao,Thể thao dưới nước,False
diverse,Khái niệm trừu tượng,Đánh giá và giá trị,False
divide,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
divine,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
divorce,Con người,Mối quan hệ,False
do,Ngữ pháp và hư từ,Trợ từ,False
doctor,Sức khỏe,Bác sĩ,False
doctrine,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
document,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
dog,Môi trường và tự nhiên,Động vật có vú,False
domestic,Nhà cửa,Ngôi nhà,False
door,Nhà cửa,Các phòng trong nhà,False
dose,Sức khỏe,Thuốc và dạng thuốc,False
dot,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
double,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
doubt,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
down,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
draft,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
drag,Khái niệm trừu tượng,Hành động và xử lý,False
drain,Nhà cửa,Hệ thống điện và nước,False
drama,"Nghệ thuật, thiết kế và văn hóa",Nghệ thuật biểu diễn,False
draw,"Nghệ thuật, thiết kế và văn hóa",Vẽ và phác thảo,True
draw,Thể thao,Luật thi đấu,True
dream,Con người,Cảm xúc,False
dress,Ngoại hình và trang phục,Quần áo nữ,True
dress,Đời sống hằng ngày,Mặc quần áo,True
drift,Môi trường và tự nhiên,Biển và đại dương,False
drink,Ăn uống bên ngoài,Đồ uống,False
drive,Giao thông,Ô tô,True
drive,Con người,Tính cách,True
drive,"Khoa học, công nghệ và kỹ thuật",Phần cứng máy tính,True
drop,Khái niệm trừu tượng,Thay đổi và phát sinh,True
drop,Dịch vụ,Dịch vụ giao hàng,True
drug,Sức khỏe,Thuốc và dạng thuốc,False
drum,Giải trí và thời gian rảnh,Nhạc cụ,False
drunk,Ăn uống bên ngoài,Đồ uống có cồn,False
dry,Môi trường và tự nhiên,Thời tiết,False
dual,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
due,Kinh doanh và tài chính,Hóa đơn và biên lai,False
dull,Khái niệm trừu tượng,Đánh giá và giá trị,False
dumb,Con người,Tính cách,False
dump,Nhà cửa,Xử lý rác,False
dust,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
duty,Nghề nghiệp và công việc,Nơi làm việc,True
duty,Kinh doanh và tài chính,Thuế,True
dynamic,Con người,Tính cách,False
eager,Con người,Cảm xúc,False
ear,Con người,Khuôn mặt,False
early,Khái niệm trừu tượng,Thời gian và thứ tự,False
earn,Nghề nghiệp và công việc,Lương và phúc lợi,False
earth,Môi trường và tự nhiên,Trái Đất,False
ease,Con người,Cảm xúc,False
east,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
eat,Đời sống hằng ngày,Ăn uống,False
edge,Khái niệm trừu tượng,Phạm vi và bộ phận,False
edit,"Nghệ thuật, thiết kế và văn hóa",Thiết kế đồ họa,False
educate,Học tập và giáo dục,Trường học,False
efficiency,Khái niệm trừu tượng,Đánh giá và giá trị,False
efficient,Khái niệm trừu tượng,Đánh giá và giá trị,False
effort,Khái niệm trừu tượng,Hành động và xử lý,False
egg,Thực phẩm,Trứng,False
ego,Con người,Tính cách,False
eight,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
elbow,Con người,Cơ thể,False
electr,"Khoa học, công nghệ và kỹ thuật",Điện,False
elegant,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
element,"Khoa học, công nghệ và kỹ thuật",Hóa học,False
elephant,Môi trường và tự nhiên,Động vật có vú,False
elevate,Khái niệm trừu tượng,Thay đổi và phát sinh,False
eleven,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
elite,Khái niệm trừu tượng,Đánh giá và giá trị,False
else,Ngữ pháp và hư từ,Trợ từ,False
embarrass,Con người,Cảm xúc,False
emphasis,Khái niệm trừu tượng,Đánh giá và giá trị,False
emphasize,Khái niệm trừu tượng,Hành động và xử lý,False
empire,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
employ,Nghề nghiệp và công việc,Tìm việc,False
empty,Khái niệm trừu tượng,Tính chất khác,False
end,Khái niệm trừu tượng,Thời gian và thứ tự,False
endorse,Kinh doanh và tài chính,Sản phẩm và dịch vụ,False
endure,Con người,Cảm xúc,False
engage,Con người,Sự kiện đời người,False
engine,Giao thông,Cơ khí ô tô,False
enhance,Khái niệm trừu tượng,Thay đổi và phát sinh,False
enorm,Khái niệm trừu tượng,Mức độ và so sánh,False
enter,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
enterprise,Kinh doanh và tài chính,Doanh nghiệp,False
entire,Khái niệm trừu tượng,Phạm vi và bộ phận,False
entity,Khái niệm trừu tượng,Tính chất khác,False
entrepreneur,Nghề nghiệp và công việc,Thông tin nghề nghiệp,False
episode,Giải trí và thời gian rảnh,Truyền hình,False
equip,Thể thao,Trang thiết bị thể thao,False
erect,Nghề nghiệp và công việc,Nghề kỹ thuật và xây dựng,False
escalate,Khái niệm trừu tượng,Thay đổi và phát sinh,False
escape,"Pháp luật, an toàn và khẩn cấp",Sơ tán,False
essay,Học tập và giáo dục,Bài tập,False
essence,Khái niệm trừu tượng,Tính chất khác,False
establish,Kinh doanh và tài chính,Doanh nghiệp,False
eternal,Khái niệm trừu tượng,Thời gian và thứ tự,False
ethic,Khái niệm trừu tượng,Đánh giá và giá trị,False
even,Khái niệm trừu tượng,Mức độ và so sánh,False
event,Giải trí và thời gian rảnh,Sự kiện và lễ hội,False
ever,Khái niệm trừu tượng,Thời gian và thứ tự,False
every,Ngữ pháp và hư từ,Lượng từ,False
evidence,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
evident,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
evil,Khái niệm trừu tượng,Đánh giá và giá trị,False
evoke,Con người,Cảm xúc,False
exact,Khái niệm trừu tượng,Đánh giá và giá trị,False
exaggerate,Con người,Tính cách,False
examine,Học tập và giáo dục,Bài kiểm tra,False
example,Học tập và giáo dục,Nghiên cứu,False
exceed,Khái niệm trừu tượng,Mức độ và so sánh,False
excite,Con người,Cảm xúc,False
excuse,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự",False
execute,"Khoa học, công nghệ và kỹ thuật",Phần mềm,False
exert,Khái niệm trừu tượng,Hành động và xử lý,False
exist,Khái niệm trừu tượng,Tính chất khác,False
expand,Khái niệm trừu tượng,Thay đổi và phát sinh,False
expect,Con người,Cảm xúc,False
expense,Kinh doanh và tài chính,Chi phí sinh hoạt,False
experience,Nghề nghiệp và công việc,Thông tin nghề nghiệp,False
experiment,"Khoa học, công nghệ và kỹ thuật",Phòng thí nghiệm,False
expert,Nghề nghiệp và công việc,Thông tin nghề nghiệp,False
expire,Kinh doanh và tài chính,Hợp đồng,False
explain,Học tập và giáo dục,Lớp học,False
explicit,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
exploit,Khái niệm trừu tượng,Hành động và xử lý,False
explore,Du lịch và lưu trú,Tham quan,False
extreme,Khái niệm trừu tượng,Mức độ và so sánh,False
eye,Con người,Khuôn mặt,False
fabric,Ngoại hình và trang phục,Chất liệu vải,False
face,Con người,Khuôn mặt,False
facilitate,Khái niệm trừu tượng,Quan hệ và ảnh hưởng,False
fact,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
fade,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
fail,Học tập và giáo dục,Bài kiểm tra,False
fair,Giải trí và thời gian rảnh,Sự kiện và lễ hội,True
fair,Khái niệm trừu tượng,Đánh giá và giá trị,True
faith,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
fake,Khái niệm trừu tượng,Đánh giá và giá trị,False
fall,Môi trường và tự nhiên,Các mùa,True
fall,Sức khỏe,Chấn thương,True
fame,Khái niệm trừu tượng,Đánh giá và giá trị,False
family,Con người,Gia đình,False
fan,Thể thao,Thể thao chung,True
fan,Nhà cửa,Thiết bị gia dụng,True
fancy,Khái niệm trừu tượng,Đánh giá và giá trị,False
fantasy,Con người,Cảm xúc,False
far,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
fare,Giao thông,Taxi và gọi xe,False
farm,Môi trường và tự nhiên,Nông nghiệp,False
fascinate,Con người,Cảm xúc,False
fashion,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
fast,Khái niệm trừu tượng,Mức độ và so sánh,True
fast,Sức khỏe,Cơ thể và sức khỏe,True
fat,Sức khỏe,Cơ thể và sức khỏe,False
fate,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
father,Con người,Gia đình,False
fault,Khái niệm trừu tượng,Đánh giá và giá trị,False
favour,Con người,Mối quan hệ,False
fear,Con người,Cảm xúc,False
feather,Môi trường và tự nhiên,Chim,False
feature,Khái niệm trừu tượng,Tính chất khác,False
feed,Đời sống hằng ngày,Chăm sóc trẻ nhỏ,False
feel,Con người,Cảm xúc,False
fellow,Con người,Mối quan hệ,False
fence,Nhà cửa,Vườn sân trong,False
fever,Sức khỏe,Triệu chứng,False
few,Ngữ pháp và hư từ,Lượng từ,False
fibre,Thực phẩm,Ngũ cốc,False
field,Thể thao,Sân thi đấu,False
fierce,Con người,Tính cách,False
fight,Thể thao,Thể thao đối kháng,False
figure,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
figure,Con người,Ngoại hình,True
fill,Khái niệm trừu tượng,Hành động và xử lý,False
film,Giải trí và thời gian rảnh,Phim và rạp chiếu,False
filter,"Khoa học, công nghệ và kỹ thuật",Phần cứng máy tính,False
final,Thể thao,Luật thi đấu,False
finance,Kinh doanh và tài chính,Đầu tư,False
find,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
fine,"Pháp luật, an toàn và khẩn cấp",Tòa án,True
fine,Khái niệm trừu tượng,Đánh giá và giá trị,True
finger,Con người,Bàn tay và bàn chân,False
finish,Khái niệm trừu tượng,Thời gian và thứ tự,False
fire,"Pháp luật, an toàn và khẩn cấp",Hỏa hoạn,True
fire,Nghề nghiệp và công việc,Tìm việc,True
firm,Kinh doanh và tài chính,Doanh nghiệp,False
first,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
fish,Thực phẩm,Cá,False
fit,Sức khỏe,Cơ thể và sức khỏe,True
fit,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,True
five,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
fix,Nhà cửa,Sửa chữa và bảo trì,False
flag,"Nghệ thuật, thiết kế và văn hóa",Biểu tượng và biển hiệu,False
flame,"Pháp luật, an toàn và khẩn cấp",Hỏa hoạn,False
flash,Giải trí và thời gian rảnh,Máy ảnh,False
flat,Nhà cửa,Các loại nhà,True
flat,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,True
flavor,Thực phẩm,Gia vị,False
flaw,Khái niệm trừu tượng,Đánh giá và giá trị,False
fleet,Giao thông,Xe tải và vận chuyển,False
flesh,Con người,Cơ thể,False
flight,Giao thông,Máy bay,False
float,Môi trường và tự nhiên,"Sông, hồ và thác nước",False
flood,"Pháp luật, an toàn và khẩn cấp",Bão lũ,False
floor,Nhà cửa,Ngôi nhà,True
floor,Giải trí và thời gian rảnh,Sân khấu,True
flour,Thực phẩm,Bánh mì và bột,False
flourish,Môi trường và tự nhiên,Cây,False
flow,Môi trường và tự nhiên,"Sông, hồ và thác nước",True
flow,Sức khỏe,Cơ thể và sức khỏe,True
flower,Môi trường và tự nhiên,Cây có hoa,False
flu,Sức khỏe,Bệnh tật,False
fluid,"Khoa học, công nghệ và kỹ thuật",Hóa học,False
fly,Môi trường và tự nhiên,Động vật không xương sống,True
fly,Giao thông,Máy bay,True
fold,Ngoại hình và trang phục,Giặt và bảo quản quần áo,False
folk,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
follow,Giải trí và thời gian rảnh,Mạng xã hội,False
fond,Con người,Cảm xúc,False
food,Thực phẩm,An toàn thực phẩm,False
fool,Con người,Tính cách,False
foot,Con người,Bàn tay và bàn chân,False
for,Ngữ pháp và hư từ,Giới từ,False
forbid,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,False
force,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,False
foreign,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
forest,Môi trường và tự nhiên,Rừng,False
forge,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
forget,Con người,Tính cách,False
forgive,Con người,Mối quan hệ,False
fork,Nhà cửa,Đồ nội thất,False
form,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,True
form,Sức khỏe,Cơ thể và sức khỏe,True
formal,Ngoại hình và trang phục,Quần áo công sở,False
former,Khái niệm trừu tượng,Thời gian và thứ tự,False
forth,Khái niệm trừu tượng,Thời gian và thứ tự,False
fortune,Khái niệm trừu tượng,Đánh giá và giá trị,False
forward,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
fossil,Môi trường và tự nhiên,Địa chất,False
found,Kinh doanh và tài chính,Doanh nghiệp,False
four,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
fragile,Khái niệm trừu tượng,Tính chất khác,False
fragment,Khái niệm trừu tượng,Phạm vi và bộ phận,False
frame,Nhà cửa,Trang trí nhà cửa,False
franchise,Kinh doanh và tài chính,Doanh nghiệp,False
fraud,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
free,Mua sắm,Khuyến mãi và giảm giá,False
freeze,Thực phẩm,Thực phẩm đông lạnh,False
frequent,Khái niệm trừu tượng,Thời gian và thứ tự,False
fresh,Thực phẩm,Bảo quản thực phẩm,False
friend,Con người,Mối quan hệ,False
frog,Môi trường và tự nhiên,Lưỡng cư,False
from,Ngữ pháp và hư từ,Giới từ,False
front,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,True
front,Môi trường và tự nhiên,Thời tiết,True
fruit,Thực phẩm,Trái cây,False
frustrate,Con người,Cảm xúc,False
fry,Đời sống hằng ngày,Nấu ăn,False
fuel,Giao thông,Trạm xăng,False
fulfil,Khái niệm trừu tượng,Hành động và xử lý,False
full,Khái niệm trừu tượng,Mức độ và so sánh,False
fun,Giải trí và thời gian rảnh,Hoạt động ngoài trời,False
function,"Khoa học, công nghệ và kỹ thuật",Phần mềm,False
fund,Kinh doanh và tài chính,Đầu tư,False
fur,Môi trường và tự nhiên,Động vật có vú,False
further,Khái niệm trừu tượng,Mức độ và so sánh,False
future,Khái niệm trừu tượng,Thời gian và thứ tự,False
gain,Kinh doanh và tài chính,Đầu tư,False
gallon,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
gamble,Giải trí và thời gian rảnh,Trò chơi bài,False
game,Giải trí và thời gian rảnh,Trò chơi bàn,True
game,Thể thao,Thể thao chung,True
gang,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
gap,Khái niệm trừu tượng,Phạm vi và bộ phận,False
garden,Nhà cửa,Vườn sân trong,False
gas,Giao thông,Trạm xăng,True
gas,"Khoa học, công nghệ và kỹ thuật",Hóa học,True
gas,Con người,Hệ cơ thể,True
gate,Du lịch và lưu trú,Sân bay,False
gather,Giải trí và thời gian rảnh,Sự kiện và lễ hội,False
gay,Con người,Mối quan hệ,False
gaze,Con người,Cảm xúc,False
gear,Thể thao,Trang thiết bị thể thao,False
gen,"Khoa học, công nghệ và kỹ thuật",Sinh học,False
gender,Con người,Ngoại hình,False
generous,Con người,Tính cách,False
gentle,Con người,Tính cách,False
genuine,Khái niệm trừu tượng,Đánh giá và giá trị,False
get,Khái niệm trừu tượng,Hành động và xử lý,False
ghost,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
giant,Khái niệm trừu tượng,Mức độ và so sánh,False
girl,Con người,Tuổi tác và các giai đoạn cuộc đời,False
give,Ngôn ngữ hằng ngày,Động từ hành động cơ bản,False
glad,Con người,Cảm xúc,False
glance,Con người,Cảm xúc,False
glass,Nhà cửa,Đồ nội thất,False
globe,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
glory,Khái niệm trừu tượng,Đánh giá và giá trị,False
go,Ngôn ngữ hằng ngày,Động từ hành động cơ bản,False
goal,Thể thao,Bóng đá,False
god,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
gold,Kinh doanh và tài chính,Đầu tư,False
golf,Thể thao,Golf,False
good,Khái niệm trừu tượng,Đánh giá và giá trị,False
gorgeous,Ngoại hình và trang phục,Cơ thể và ngoại hình,False
govern,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,False
grab,Khái niệm trừu tượng,Hành động và xử lý,False
grace,Con người,Tính cách,False
grade,Học tập và giáo dục,Điểm số và đánh giá,True
grade,Kinh doanh và tài chính,Sản phẩm và dịch vụ,True
graduate,Học tập và giáo dục,Bằng cấp,False
grain,Thực phẩm,Ngũ cốc,True
grain,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
grand,Khái niệm trừu tượng,Mức độ và so sánh,False
grasp,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
grass,Môi trường và tự nhiên,Cây,True
grass,Thể thao,Golf,True
grave,Cộng đồng và đô thị,Nghĩa trang,False
great,Khái niệm trừu tượng,Đánh giá và giá trị,False
green,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
grey,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
grid,"Khoa học, công nghệ và kỹ thuật",Điện,False
grind,Đời sống hằng ngày,Nấu ăn,False
grip,Thể thao,Trang thiết bị thể thao,False
gross,Kinh doanh và tài chính,Doanh thu và lợi nhuận,False
ground,Môi trường và tự nhiên,Trái Đất,True
ground,Khái niệm trừu tượng,Nguyên nhân và mục đích,True
ground,"Khoa học, công nghệ và kỹ thuật",Điện,True
group,Con người,Mối quan hệ,False
grow,Môi trường và tự nhiên,Cây,False
guard,Nghề nghiệp và công việc,Nghề công vụ và an ninh,True
guard,Thể thao,Bóng rổ,True
guess,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
guest,Du lịch và lưu trú,Lễ tân,False
guide,Du lịch và lưu trú,Hướng dẫn viên,False
guilt,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
guitar,Giải trí và thời gian rảnh,Nhạc cụ,False
gun,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
gut,Con người,Nội tạng,False
gym,Thể thao,Thể lực và tập luyện,False
habit,Đời sống hằng ngày,Thói quen hằng ngày,False
hail,Môi trường và tự nhiên,Thời tiết,False
hair,Ngoại hình và trang phục,Tóc,False
hall,Nhà cửa,Các phòng trong nhà,False
halt,Giao thông,Đường sá,False
hand,Con người,Bàn tay và bàn chân,True
hand,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",True
handle,Khái niệm trừu tượng,Hành động và xử lý,False
hang,Nhà cửa,Trang trí nhà cửa,False
happy,Con người,Cảm xúc,False
harbor,Giao thông,Cảng,False
hard,Khái niệm trừu tượng,Khả năng và cần thiết,False
harm,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
harsh,Môi trường và tự nhiên,Khí hậu,False
harvest,Môi trường và tự nhiên,Nông nghiệp,False
hat,Ngoại hình và trang phục,Phụ kiện,False
hate,Con người,Cảm xúc,False
haunt,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
hazard,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
head,Con người,Khuôn mặt,True
head,Nghề nghiệp và công việc,Nơi làm việc,True
heal,Sức khỏe,Bệnh tật,False
health,Sức khỏe,Cơ thể và sức khỏe,False
hear,Con người,Khuôn mặt,False
heart,Con người,Nội tạng,False
heat,Môi trường và tự nhiên,Khí hậu,False
heaven,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
heavy,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
heel,Ngoại hình và trang phục,Giày dép,False
height,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
hell,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
help,Ngôn ngữ hằng ngày,Nhu cầu và yêu cầu thường gặp,False
hence,Ngữ pháp và hư từ,Liên từ,False
her,Ngữ pháp và hư từ,Đại từ,False
herb,Thực phẩm,Thảo mộc,False
here,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
