root_word,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
admire,admiration,[admire]-ion,0-1-1,noun,/ˌædmɝˈeɪʃən/,real,a favorable judgment,"admire(ngưỡng mộ) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admire,admiringly,[admire]-ly,0-1-1,adverb,/ædˈmaɪɹɪŋɫi/,real,with admiration,admire(ngưỡng mộ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admire,admirably,[admire]-able-y,0-1-2,adverb,/ˈædmɝəbɫi/,real,in an admirable manner,admire(ngưỡng mộ) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admit,admission,[admit]-ion,0-1-1,noun,/ædˈmɪʃən/,real,"the act of accepting somebody into an institution, organization, etc.; the right to enter a place or to join an institution or organization","admit(thừa nhận, cho vào) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
admit,admittance,[admit]-ance,0-1-1,noun,/ədˈmɪtəns/,real,the act of admitting someone to enter,"admit(thừa nhận, cho vào) + -ance(trạng thái, tính chất, hành động (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admit,admittedly,[admit]-ly,0-1-1,adverb,/ædˈmɪtɪdɫi/,real,as acknowledged,"admit(thừa nhận, cho vào) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admit,admissible,[admit]-able,0-1-1,adjective,/ədˈmɪsəbəɫ/,real,deserving to be admitted,"admit(thừa nhận, cho vào) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admit,admissibility,[admit]-able-ity,0-1-2,noun,/ədˌmɪsəˈbɪɫəti/,real,acceptability by virtue of being admissible,"admit(thừa nhận, cho vào) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admit,inadmissible,im-[admit]-able,1-1-1,adjective,/ˌɪnædˈmɪsəbəɫ/,real,not deserving to be admitted,"im-(không (biến thể của in- trước b/m/p)) + admit(thừa nhận, cho vào) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
admit,inadmissibly,im-[admit]-able-y,1-1-2,adjective,/ˌɪnædˈmɪsəbɫi/,real,"im-(not (before b/m/p) — variant of in-) + admit(to agree, often unwillingly, that something is true) + -able(capable of being (adjective)) + -y(having quality of; noun/adjective)","im-(không (biến thể của in- trước b/m/p)) + admit(thừa nhận, cho vào) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
admit,inadmissibility,im-[admit]-able-ity,1-1-2,noun,/ɪnɐdmˌɪsəbˈɪlᵻɾi/,"generated (espeak-ng G2P, algorithmic)",unacceptability as a consequence of not being admissible,"im-(không (biến thể của in- trước b/m/p)) + admit(thừa nhận, cho vào) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adopt,adoption,[adopt]-ion,0-1-1,noun,/əˈdɑpʃən/,real,the act of adopting a child; the fact of being adopted,"adopt(nhận nuôi, áp dụng) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
adopt,adoptive,[adopt]-ive,0-1-1,adjective,/əˈdɑptɪv/,real,acquired as your own by free choice,"adopt(nhận nuôi, áp dụng) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adopt,unadopted,un-[adopt],1-1-0,verb,/ʌnɐdˈɑːptᵻd/,"generated (espeak-ng G2P, algorithmic)","un-(not, opposite of; reverse an action) + adopt(to take somebody else’s child into your family and become its legal parent(s))","un-(không, ngược lại (phủ định/đảo nghĩa)) + adopt(nhận nuôi, áp dụng)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
adult,adulthood,[adult]-hood,0-1-1,noun,/əˈdəɫtˌhʊd/,real,the state (and responsibilities) of a person who has attained maturity,"adult(người lớn) + -hood(trạng thái, điều kiện, nhóm (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advance,advancement,[advance]-ment,0-1-1,noun,/ədˈvænsmənt/,real,gradual improvement or growth or development,"advance(tiến bộ, ứng trước) + -ment(kết quả/hành động/trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advantage,advantageous,[advantage]-ious,0-1-1,adjective,/ˌædvənˈteɪdʒəs/,real,giving an advantage,advantage(lợi thế) + -ious(có tính chất (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advantage,advantageously,[advantage]-ious-ly,0-1-2,adverb,/ɐdvɑːntˈeɪdʒəsli/,real,in a manner affording benefit or advantage,advantage(lợi thế) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advantage,disadvantage,dis-[advantage],1-1-0,noun,/ˌdɪsədˈvænɪdʒ/,real,something that causes problems and tends to stop somebody/something from succeeding or making progress,"dis-(không, ngược lại, tách rời) + advantage(lợi thế)",Oxford 5000 (verified),,
advantage,disadvantageous,dis-[advantage]-ious,1-1-1,adjective,/ˌdɪˌsædˌvænˈteɪdʒəs/,real,constituting a disadvantage,"dis-(không, ngược lại, tách rời) + advantage(lợi thế) + -ious(có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advantage,disadvantageously,dis-[advantage]-ious-ly,1-1-2,adverb,/dˌɪsɐdvɑːntˈeɪdʒəsli/,real,in a disadvantageous way,"dis-(không, ngược lại, tách rời) + advantage(lợi thế) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adverse,adversity,[adverse]-ity,0-1-1,noun,/ædˈvɝsɪˌti/,real,a stroke of ill fortune,"adverse(bất lợi, ngược lại) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adverse,adversary,[adverse]-ory,0-1-1,noun,/ˈædvɝˌsɛɹi/,real,someone who offers opposition,"adverse(bất lợi, ngược lại) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adverse,adversely,[adverse]-ly,0-1-1,adverb,/ædˈvɝsɫi/,real,in an negative manner,"adverse(bất lợi, ngược lại) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,adviser,[advise]-er,0-1-1,noun,/ædˈvaɪzɝ/,real,an expert who gives advice,advise(khuyên bảo) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,advisor,[advise]-or,0-1-1,noun,/ædˈvaɪzɝ/,real,an expert who gives advice,advise(khuyên bảo) + -or(người/vật thực hiện (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,advisory,[advise]-ory,0-1-1,adjective,/ædˈvaɪzɝi/,real,giving consultative information or advice,"advise(khuyên bảo) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,advisable,[advise]-able,0-1-1,adjective,/ədˈvaɪzəbəɫ/,real,worthy of being recommended or suggested,advise(khuyên bảo) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,advisedly,[advise]-ly,0-1-1,adverb,/ædˈvaɪzədɫi/,real,with intention,advise(khuyên bảo) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,advisement,[advise]-ment,0-1-1,noun,/ədˈvaɪzmənt/,real,careful consideration,advise(khuyên bảo) + -ment(kết quả/hành động/trạng thái (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,advisability,[advise]-able-ity,0-1-2,noun,/ˌædˌvaɪzəˈbɪɫɪti/,real,the quality of being advisable,"advise(khuyên bảo) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,misadvise,mis-[advise],1-1-0,verb,/mɪsɐdvˈaɪz/,"generated (espeak-ng G2P, algorithmic)",give bad advice to,"mis-(sai, xấu) + advise(khuyên bảo)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,unadvised,un-[advise],1-1-0,adjective,/ʌnɐdvˈaɪzd/,real,without careful prior deliberation or counsel,"un-(không, ngược lại (phủ định/đảo nghĩa)) + advise(khuyên bảo)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,inadvisable,im-[advise]-able,1-1-1,adjective,/ˌɪnædˈvaɪzəbəɫ/,real,not prudent or wise,im-(không (biến thể của in- trước b/m/p)) + advise(khuyên bảo) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
advise,unadvisedly,un-[advise]-ly,1-1-1,adverb,/ʌnɐdvˈaɪzɪdli/,real,in an unadvised manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + advise(khuyên bảo) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
afraid,unafraid,un-[afraid],1-1-0,adjective,/ˌənəˈfɹeɪd/,real,free from fear or doubt,"un-(không, ngược lại (phủ định/đảo nghĩa)) + afraid(sợ hãi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
after,afterward,[after]-ward,0-1-1,adverb,/ˈæftɝwɝd/,real,happening at a time subsequent to a reference time,"after(sau, phía sau) + -ward(theo hướng (tính từ/trạng từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
age,ageless,[age]-less,0-1-1,adjective,/ˈeɪdʒɫəs/,real,continuing forever or indefinitely,"age(tuổi, thời đại) + -less(không có (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
age,agelessness,[age]-less-ness,0-1-2,noun,/ˈeɪdʒləsnəs/,"generated (espeak-ng G2P, algorithmic)",the quality of being timeless and eternal,"age(tuổi, thời đại) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
age,overage,over-[age],1-1-0,adjective,/ˈoʊvɚɹˌeɪdʒ/,"generated (espeak-ng G2P, algorithmic)",too old to be useful,"over-(trên, quá mức) + age(tuổi, thời đại)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
age,underage,under-[age],1-1-0,adjective,/ˈəndɝɪdʒ/,real,dependent by virtue of youth,"under-(dưới, không đủ) + age(tuổi, thời đại)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agent,reagent,re-[agent],1-1-0,noun,/ˈɹidʒənt/,real,a chemical agent for use in chemical reactions,"re-(lại, làm lại) + agent(đại lý, tác nhân)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agree,agreeable,[agree]-able,0-1-1,adjective,/əˈɡɹiəbəɫ/,real,conforming to your own liking or feelings or nature,agree(đồng ý) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agree,agreement,[agree]-ment,0-1-1,noun,/əˈɡɹimənt/,real,"an arrangement, a promise or a contract made with somebody",agree(đồng ý) + -ment(kết quả/hành động/trạng thái (danh từ)),Oxford 5000 (verified),,
agree,agreeably,[agree]-able-y,0-1-2,adverb,/ɐɡɹˈiːəbli/,real,in an enjoyable manner,agree(đồng ý) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agree,agreeableness,[agree]-able-ness,0-1-2,noun,/ɐɡɹˈiːəbəlnəs/,real,a temperamental disposition to be agreeable,"agree(đồng ý) + -able(có thể được (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agree,disagree,dis-[agree],1-1-0,verb,/dɪsəˈɡɹi/,real,"if two people disagree or one person disagrees with another about something, they have a different opinion about it","dis-(không, ngược lại, tách rời) + agree(đồng ý)",Oxford 5000 (verified),,
agree,disagreeable,dis-[agree]-able,1-1-1,adjective,/ˌdɪsəˈɡɹiəbəɫ/,real,not to your liking,"dis-(không, ngược lại, tách rời) + agree(đồng ý) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agree,disagreement,dis-[agree]-ment,1-1-1,noun,/dɪsəˈɡɹimənt/,real,a situation where people have different opinions about something and often argue,"dis-(không, ngược lại, tách rời) + agree(đồng ý) + -ment(kết quả/hành động/trạng thái (danh từ))",Oxford 5000 (verified),,
agree,disagreeably,dis-[agree]-able-y,1-1-2,adverb,/dˌɪsɐɡɹˈiːəbli/,"generated (espeak-ng G2P, algorithmic)",in a disagreeable manner,"dis-(không, ngược lại, tách rời) + agree(đồng ý) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
agree,disagreeableness,dis-[agree]-able-ness,1-1-2,noun,/dˌɪsɐɡɹˈiːəbəlnəs/,"generated (espeak-ng G2P, algorithmic)",an ill-tempered and offensive disposition,"dis-(không, ngược lại, tách rời) + agree(đồng ý) + -able(có thể được (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
aid,unaided,un-[aid],1-1-0,adjective,/əˈneɪdɪd/,real,carried out without aid or assistance,"un-(không, ngược lại (phủ định/đảo nghĩa)) + aid(viện trợ, giúp đỡ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
aim,aimless,[aim]-less,0-1-1,adjective,/ˈeɪmɫəs/,real,aimlessly drifting,"aim(mục đích, nhắm) + -less(không có (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
aim,aimlessly,[aim]-less-ly,0-1-2,adverb,/ˈeɪmɫəsɫi/,real,without aim,"aim(mục đích, nhắm) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
aim,aimlessness,[aim]-less-ness,0-1-2,noun,/ˈeɪmləsnəs/,real,the quality of lacking any definite purpose,"aim(mục đích, nhắm) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
air,airy,[air]-y,0-1-1,adjective,/ˈɛɹi/,real,characterized by lightness and insubstantiality,"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
air,airless,[air]-less,0-1-1,adjective,/ˈɛɹɫəs/,real,lacking fresh air,"air(không khí, không trung) + -less(không có (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
air,airily,[air]-y-ly,0-1-2,adverb,/ˈeəɹɪli/,real,in a flippant manner,"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
air,airier,[air]-y-er,0-1-2,noun,/ˈeəɹɪɐ/,real,air(the mixture of gases that surrounds the earth and that we breathe) + -y(having quality of; noun/adjective) + -er(person who does; comparative),"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
air,airiest,[air]-y-est,0-1-2,adjective,/ˈɛɹiɪst/,"generated (espeak-ng G2P, algorithmic)",air(the mixture of gases that surrounds the earth and that we breathe) + -y(having quality of; noun/adjective) + -est(superlative),"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
air,midair,mid-[air],1-1-0,noun,/ˈmɪˈdɛɹ/,real,some point in the air,"mid-(giữa) + air(không khí, không trung)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alarm,alarmist,[alarm]-ist,0-1-1,noun,/əˈɫɑɹməst/,real,a person who alarms others needlessly,"alarm(báo động, lo sợ) + -ist(người theo/thực hành (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alarm,alarmingly,[alarm]-ly,0-1-1,adverb,/əˈɫɑɹmɪŋɫi/,real,in an alarming manner,"alarm(báo động, lo sợ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alcohol,alcoholic,[alcohol]-ic,0-1-1,adjective,/ˌæɫkəˈhɑɫɪk/,real,connected with or containing alcohol,"alcohol(rượu, cồn) + -ic(thuộc về (tính từ))",Oxford 5000 (verified),,
alcohol,alcoholism,[alcohol]-ism,0-1-1,noun,/ˈæɫkəˌhɔˌɫɪzəm/,real,an intense persistent desire to drink alcoholic beverages to excess,"alcohol(rượu, cồn) + -ism(niềm tin, học thuyết, tình trạng (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alcohol,alcoholically,[alcohol]-ic-ly,0-1-2,adverb,/ˌælkəhˈɒlɪkli/,real,"alcohol(drinks such as beer, wine, etc. that can make people drunk) + -ic(relating to (adjective)) + -ly(adverb of manner / adjective (like))","alcohol(rượu, cồn) + -ic(thuộc về (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
alert,alertly,[alert]-ly,0-1-1,adverb,/əˈɫɝtɫi/,real,in mentally perceptive and responsive way,"alert(cảnh giác, báo động) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alert,alertness,[alert]-ness,0-1-1,noun,/əˈɫɝtnəs/,real,lively attentiveness,"alert(cảnh giác, báo động) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alien,alienist,[alien]-ist,0-1-1,noun,/ˈeɪliənˌɪst/,"generated (espeak-ng G2P, algorithmic)",a psychiatrist and specialist in the legal aspects of mental illness,"alien(người ngoài hành tinh, xa lạ) + -ist(người theo/thực hành (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alien,alienate,[alien]-ate,0-1-1,verb,/ˈeɪɫjəˌneɪt/,real,"to arouse hostility or indifference in where there had formerly been love, affection, or friendliness","alien(người ngoài hành tinh, xa lạ) + -ate(làm cho/trở thành (động từ); có (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alien,alienable,[alien]-able,0-1-1,adjective,/ˈeɪliənəbəl/,"generated (espeak-ng G2P, algorithmic)",transferable to another owner,"alien(người ngoài hành tinh, xa lạ) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alien,alienation,[alien]-ion,0-1-1,noun,/ˌeɪɫiəˈneɪʃən/,real,the action of alienating,"alien(người ngoài hành tinh, xa lạ) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alien,unalienable,un-[alien]-able,1-1-1,adjective,/əˈneɪɫiˌɛnəbəɫ/,real,incapable of being repudiated or transferred to another,"un-(không, ngược lại (phủ định/đảo nghĩa)) + alien(người ngoài hành tinh, xa lạ) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alien,inalienable,im-[alien]-able,1-1-1,adjective,/ˌɪˈneɪɫjənəbəɫ/,real,incapable of being repudiated or transferred to another,"im-(không (biến thể của in- trước b/m/p)) + alien(người ngoài hành tinh, xa lạ) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
all,overall,over-[all],1-1-0,adjective,/ˈoʊvɝˌɔɫ/,real,including all the things or people that are involved in a particular situation; general,"over-(trên, quá mức) + all(tất cả)",Oxford 5000 (verified),,
allege,allegedly,[allege]-ly,0-1-1,adverb,/əˈɫɛdʒədɫi/,real,expressed as though something is a fact but without giving any proof,allege(cáo buộc) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),Oxford 5000 (verified),,
allege,allegiance,[allege]-iance,0-1-1,noun,/əˈɫidʒəns/,real,the act of binding yourself (intellectually or emotionally) to a course of action,"allege(cáo buộc) + -iance(trạng thái, tính chất (danh từ, VD allegiance))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
allege,allegation,[allege]-ate-ion,0-1-2,noun,/ˌæɫəˈɡeɪʃən/,real,"a public statement that is made without giving proof, accusing somebody of doing something that is wrong or illegal","allege(cáo buộc) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
allow,allowable,[allow]-able,0-1-1,adjective,/əˈɫaʊəbəɫ/,real,deductible according to the tax laws,allow(cho phép) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
allow,allowance,[allow]-ance,0-1-1,noun,/əˈɫaʊəns/,real,an amount of money that is given to somebody regularly or for a particular purpose,"allow(cho phép) + -ance(trạng thái, tính chất, hành động (danh từ))",Oxford 5000 (verified),,
allow,allowably,[allow]-able-y,0-1-2,adverb,/ɐlˈaʊəbli/,"generated (espeak-ng G2P, algorithmic)",in a permissible manner,allow(cho phép) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
allow,disallow,dis-[allow],1-1-0,verb,/ˌdɪsəˈɫaʊ/,real,command against,"dis-(không, ngược lại, tách rời) + allow(cho phép)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
ally,alliance,[ally]-ance,0-1-1,noun,/əˈɫaɪəns/,real,"an agreement between countries, political parties, etc. to work together in order to achieve something that they all want","ally(đồng minh) + -ance(trạng thái, tính chất, hành động (danh từ))",Oxford 5000 (verified),,
ally,misalliance,mis-[ally]-ance,1-1-1,noun,/mɪsɐlˈaɪəns/,real,a marriage with a person of inferior social status,"mis-(sai, xấu) + ally(đồng minh) + -ance(trạng thái, tính chất, hành động (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
